SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 5 groups, collapsed","Owned: Owned outright","Owned: Owns with a mortgage or loan or shared ownership","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord","Private rented","Living rent free","Total",
"Data Zone (2022)",
"S01020051",190,103,95,28,4,420,
"S01020052",108,77,120,36,9,354,
"S01020053",127,58,204,56,6,456,
"S01020054",208,134,6,18,2,366,
"S01020055",172,114,13,27,4,334,
"S01020056",173,83,3,20,3,279,
"S01020057",91,89,97,80,4,361,
"S01020058",62,187,29,23,1,304,
"S01020059",63,154,7,25,4,253,
"S01020060",65,115,5,22,0,206,
"S01020061",220,91,24,37,8,380,
"S01020062",237,113,126,173,11,659,
"S01020063",203,121,28,97,9,458,
"S01020064",174,145,56,160,11,547,
"S01020065",67,64,28,108,10,277,
"S01020066",127,104,23,23,3,283,
"S01020067",96,86,151,49,5,387,
"S01020068",78,80,150,49,5,364,
"S01020069",129,106,71,86,3,395,
"S01020070",156,121,54,131,7,467,
"S01020071",109,94,40,20,3,265,
"S01020072",58,77,111,11,3,256,
"S01020073",46,51,202,15,6,326,
"S01020074",125,137,43,29,4,340,
"S01020075",73,68,92,27,4,261,
"S01020076",94,117,89,26,1,324,
"S01020077",79,97,64,36,1,277,
"S01020078",17,148,33,4,0,202,
"S01020079",14,174,1,4,0,196,
"S01020080",21,181,2,0,0,204,
"S01020081",39,213,4,18,0,270,
"S01020082",41,142,2,7,0,192,
"S01020083",75,65,51,19,2,215,
"S01020084",122,157,85,22,6,387,
"S01020085",110,161,18,25,0,315,
"S01020086",99,81,56,8,6,251,
"S01020087",66,209,3,12,4,292,
"S01020088",42,231,43,12,1,329,
"S01020089",127,107,0,28,4,262,
"S01020090",154,116,0,4,0,274,
"S01020091",149,80,0,1,1,231,
"S01020092",129,130,3,8,0,268,
"S01020093",186,227,9,12,0,438,
"S01020094",110,149,16,20,3,301,
"S01020095",136,120,64,10,4,338,
"S01020096",66,85,239,39,3,432,
"S01020097",66,72,181,59,1,383,
"S01020098",85,84,147,64,5,389,
"S01020099",123,125,118,41,7,414,
"S01020100",87,101,109,24,10,331,
"S01020101",49,49,101,19,2,215,
"S01020102",102,74,76,13,5,268,
"S01020103",52,47,120,32,4,251,
"S01020104",95,65,81,17,3,261,
"S01020105",68,59,60,19,1,204,
"S01020106",89,84,64,36,3,272,
"S01020107",82,89,150,31,5,357,
"S01020108",104,94,165,58,3,426,
"S01020109",122,99,99,29,5,354,
"S01020110",148,85,29,32,5,298,
"S01020111",54,52,63,18,2,189,
"S01020112",96,110,108,12,7,335,
"S01020113",109,90,83,6,6,290,
"S01020114",106,120,119,13,6,364,
"S01020115",128,84,3,6,0,221,
"S01020116",178,97,1,8,4,292,
"S01020117",71,67,5,6,0,145,
"S01020118",124,145,83,56,5,413,
"S01020119",129,88,40,34,3,295,
"S01020120",83,88,91,21,4,286,
"S01020121",162,136,82,31,5,416,
"S01020122",160,157,115,48,4,486,
"S01020123",67,58,54,27,2,208,
"S01020124",93,85,101,20,7,309,
"S01020125",86,207,51,38,4,390,
"S01020126",53,94,110,21,2,282,
"S01020127",42,61,91,31,1,228,
"S01020128",56,64,159,32,11,318,
"S01020129",124,92,110,15,2,340,
"S01020130",43,49,120,40,1,257,
"S01020131",64,87,128,45,2,326,
"S01020132",67,101,82,29,2,283,
"S01020133",61,42,104,25,4,226,
"S01020134",65,72,260,94,12,508,
"S01020135",46,105,27,41,2,218,
"S01020136",69,66,109,25,3,272,
"S01020137",143,88,76,23,4,331,
"S01020138",85,123,34,70,5,315,
"S01020139",185,120,10,22,1,336,
"S01020140",137,147,94,101,11,486,
"S01020141",59,48,114,44,6,271,
"S01020142",142,93,34,117,5,395,
"S01020143",109,131,212,25,8,485,
"S01020144",67,147,126,36,7,384,
"S01020145",58,92,114,19,3,286,
"S01020146",162,172,25,44,4,404,
"S01020147",220,125,23,52,2,424,
"S01020148",183,148,4,44,5,387,
"S01020149",203,53,4,34,8,299,
"S01020150",129,73,0,5,0,208,
"S01020151",120,93,4,14,1,229,
"S01020152",148,102,3,4,1,258,
"S01020153",109,73,101,41,4,330,
"S01020154",114,127,76,42,8,365,
"S01020155",103,134,62,29,3,333,
"S01020156",58,158,7,12,3,239,
"S01020157",71,143,55,31,2,301,
"S01020158",165,91,62,36,11,365,
"S01020159",119,93,18,110,3,341,
"S01020160",96,66,215,49,7,433,
"S01020161",159,141,37,40,15,387,
"S01020162",138,81,24,40,2,284,
"S01020163",234,149,3,18,2,406,
"S01020164",33,208,1,4,1,244,
"S01020165",15,170,1,5,2,194,
"S01020166",14,162,0,2,0,181,
"S01020167",12,171,2,4,0,183,
"S01020168",18,177,2,7,2,203,
"S01020169",9,227,2,10,0,248,
"S01020170",126,189,4,15,1,335,
"S01020171",77,215,2,38,1,338,
"S01020172",66,127,14,22,1,231,
"S01020173",51,123,0,0,0,175,
"S01020174",88,88,5,6,1,192,
"S01020175",83,130,1,12,0,224,
"S01020176",94,86,142,30,4,356,
"S01020177",51,119,14,8,0,192,
"S01020178",39,180,14,31,4,264,
"S01020179",29,34,114,52,4,233,
"S01020180",85,180,3,10,1,283,
"S01020181",74,141,19,26,4,267,
"S01020182",67,51,101,30,2,252,
"S01020183",18,91,157,15,2,281,
"S01020184",26,137,6,11,3,183,
"S01020185",67,251,8,35,4,361,
"S01020186",80,98,137,18,8,341,
"S01020187",107,138,106,19,4,374,
"S01020188",114,92,104,22,8,340,
"S01020189",75,55,111,9,3,253,
"S01020190",78,75,141,20,4,318,
"S01020191",105,75,89,29,4,309,
"S01020192",149,141,76,57,3,428,
"S01020193",89,178,5,10,2,281,
"S01020194",45,62,278,21,4,416,
"S01020195",14,10,365,17,5,408,
"S01020196",223,143,18,19,2,404,
"S01020197",97,176,7,30,0,309,
"S01020198",162,113,18,15,3,311,
"S01020199",142,125,6,7,0,280,
"S01020200",112,130,5,4,3,253,
"S01020201",128,134,57,18,3,340,
"S01020202",119,78,226,86,2,513,
"S01020203",91,86,74,24,0,271,
"S01020204",87,137,15,15,4,254,
"S01020205",96,123,58,75,4,356,
"S01020206",131,100,72,20,3,329,
"S01020207",176,144,51,7,2,380,
"S01020208",167,119,4,7,0,299,
"S01020209",217,104,3,11,10,342,
"S01020210",171,163,5,31,1,371,
"S01020211",81,140,10,32,2,265,
"S01020212",62,112,147,38,8,367,
"S01020213",50,205,78,12,0,345,
"S01020214",147,93,150,57,5,456,
"S01020215",72,83,230,57,4,446,
"S01020216",139,175,73,148,3,542,
"S01020217",228,103,18,32,6,391,
"S01020218",141,136,6,32,1,319,
"S01020219",38,31,126,62,3,259,
"S01020220",52,53,249,120,1,473,
"S01020221",46,62,95,58,3,263,
"S01020222",154,119,100,36,5,414,
"S01020223",118,123,101,46,6,393,
"S01020224",117,82,164,31,8,404,
"S01020225",93,75,117,56,1,343,
"S01020226",45,34,289,52,6,426,
"S01020227",226,135,56,27,4,448,
"S01020228",209,121,3,46,3,385,
"S01020229",115,114,5,92,6,329,
"S01020230",133,121,13,60,0,325,
"S01020231",95,81,74,24,2,275,
"S01020232",66,78,88,32,2,271,
"S01020233",115,180,146,32,2,478,
"S01020234",126,115,70,14,5,330,
"S01020235",114,81,0,3,0,198,
"S01020236",108,224,2,25,3,362,
"S01020237",193,151,8,36,5,392,
"S01020238",219,136,6,17,4,380,
"S01020239",184,118,27,23,9,361,
"S01020240",97,87,196,29,3,420,
"S01020241",70,79,147,29,1,326,
"S01020242",71,43,165,52,1,332,
"S01020243",152,116,9,9,0,289,
"S01020244",220,114,7,9,7,358,
"S01020245",171,136,15,6,4,333,
"S01020246",114,91,213,38,5,461,
"S01020247",104,224,45,13,2,387,
"S01020248",84,83,158,18,2,345,
"S01020249",65,74,50,13,3,205,
"S01020250",93,81,151,31,6,359,
"S01020251",44,53,168,10,1,277,
"S01020252",58,164,4,6,3,235,
"S01020253",29,155,1,1,1,187,
"S01020254",17,127,5,2,0,151,
"S01020255",37,127,74,16,0,256,
"S01020256",14,268,18,4,0,300,
"S01020257",90,94,11,13,5,206,
"S01020258",113,74,236,30,6,460,
"S01020259",96,236,9,21,3,367,
"S01020260",44,193,3,12,4,261,
"S01020261",50,46,178,24,3,302,
"S01020262",21,225,5,3,0,254,
"S01020263",74,108,155,21,5,362,
"S01020264",35,182,51,5,1,274,
"S01020265",21,200,6,8,0,238,
"S01020266",134,122,40,57,4,356,
"S01020267",100,127,63,51,2,343,
"S01020268",117,113,85,67,0,382,
"S01020269",106,125,59,59,2,350,
"S01020270",54,65,112,36,1,268,
"S01020271",162,171,56,57,3,451,
"S01020272",127,130,132,64,6,463,
"S01020273",131,110,60,50,5,354,
"S01020274",109,94,91,55,6,355,
"S01020275",98,102,223,46,8,477,
"S01020276",146,130,47,39,3,363,
"S01020277",118,103,69,43,6,343,
"S01020278",166,127,72,39,7,414,
"S01020279",108,157,57,55,5,385,
"S01020280",57,112,93,33,3,297,
"S01020281",51,74,44,35,4,210,
"S01020282",118,95,71,50,5,342,
"S01020283",135,110,6,11,0,263,
"S01020284",96,77,29,57,2,263,
"S01020285",106,41,21,31,5,201,
"S01020286",145,90,0,11,3,250,
"S01020287",121,103,43,52,4,323,
"S01020288",95,119,23,35,2,273,
"S01020289",68,161,32,12,1,274,
"S01020290",120,114,17,51,1,303,
"S01020291",63,77,28,50,4,223,
"S01020292",106,65,4,25,2,199,
"S01020293",115,115,23,54,4,312,
"S01020294",126,114,35,60,0,336,
"S01020295",199,158,23,36,7,426,
"S01020296",151,114,21,35,4,334,
"S01020297",135,90,115,72,6,414,
"S01020298",231,147,71,110,8,572,
"S01020299",91,83,17,16,3,210,
"S01020300",140,122,84,28,7,381,
"S01020301",137,106,63,77,4,388,
"S01020302",134,144,50,31,3,362,
"S01020303",126,84,67,51,4,332,
"S01020304",117,114,52,66,5,358,
"S01020305",155,100,38,13,2,310,
"S01020306",127,88,1,1,3,222,
"S01020307",144,107,3,11,3,269,
"S01020308",135,116,5,10,1,271,
"S01020309",96,113,84,52,7,355,
"S01020310",130,117,11,23,1,282,
"S01020311",111,76,0,1,7,194,
"S01020312",159,180,11,9,1,360,
"S01020313",134,147,4,37,3,325,
"S01020314",84,61,2,3,1,151,
"S01020315",133,107,1,4,2,247,
"S01020316",162,117,3,16,4,296,
"S01020317",129,150,5,9,0,293,
"S01020318",44,120,2,8,0,171,
"S01020319",62,113,0,3,1,179,
"S01020320",114,88,3,8,1,216,
"S01020321",121,123,2,5,4,253,
"S01020322",157,212,6,53,0,427,
"S01020323",155,138,105,43,4,448,
"S01020324",98,91,55,27,0,275,
"S01020325",135,115,3,30,3,285,
"S01020326",77,84,2,6,3,173,
"S01020327",74,130,26,5,0,235,
"S01020328",93,104,13,17,0,227,
"S01020329",88,73,60,4,1,229,
"S01020330",111,105,2,13,0,235,
"S01020331",142,84,0,7,0,235,
"S01020332",107,133,4,7,1,252,
"S01020333",55,152,4,8,0,218,
"S01020334",75,93,78,13,0,256,
"S01020335",47,151,2,7,0,208,
"S01020336",65,155,33,38,0,295,
"S01020337",70,63,25,18,0,177,
"S01020338",82,85,51,32,0,250,
"S01020339",79,81,126,40,4,330,
"S01020340",87,81,63,10,4,241,
"S01020341",68,98,103,29,0,301,
"S01020342",83,90,114,32,3,326,
"S01020343",111,119,79,31,1,344,
"S01020344",86,73,90,47,3,300,
"S01020345",57,61,119,7,2,246,
"S01020346",55,72,113,23,9,269,
"S01020347",90,70,56,37,0,253,
"S01020348",87,89,62,40,0,278,
"S01020349",91,93,91,28,3,306,
"S01020350",94,96,36,15,1,242,
"S01020351",100,101,67,42,3,311,
"S01020352",99,117,64,47,3,328,
"S01020353",140,128,43,59,4,369,
"S01020354",181,103,6,32,2,324,
"S01020355",98,106,40,28,6,274,
"S01020356",139,121,29,29,1,320,
"S01020357",136,185,65,54,4,444,
"S01020358",130,101,71,37,3,343,
"S01020359",159,125,93,54,11,439,
"S01020360",160,152,83,49,4,448,
"S01020361",85,83,92,23,5,288,
"S01020362",107,121,83,33,1,343,
"S01020363",126,111,60,63,6,366,
"S01020364",130,110,68,79,5,390,
"S01020365",159,92,162,90,9,509,
"S01020366",140,126,41,25,2,334,
"S01020367",88,94,51,7,1,241,
"S01020368",76,72,46,9,4,202,
"S01020369",137,156,62,44,5,404,
"S01020370",69,69,50,24,4,212,
"S01020371",116,95,62,46,2,321,
"S01020372",165,118,20,37,17,363,
"S01020373",133,85,0,8,3,230,
"S01020374",154,81,32,21,2,288,
"S01020375",204,116,33,39,9,401,
"S01020376",84,79,7,32,3,205,
"S01020377",227,131,8,17,2,385,
"S01020378",178,136,53,34,5,399,
"S01020379",108,86,49,18,7,271,
"S01020380",154,91,11,35,0,289,
"S01020381",105,97,45,25,0,269,
"S01020382",106,100,92,40,3,337,
"S01020383",155,135,26,26,7,349,
"S01020384",153,78,72,58,6,370,
"S01020385",173,112,8,21,8,322,
"S01020386",123,71,5,24,6,231,
"S01020387",158,100,105,17,4,391,
"S01020388",195,115,39,35,6,390,
"S01020389",119,93,6,29,4,253,
"S01020390",105,133,19,31,3,291,
"S01020391",89,105,74,14,5,287,
"S01020392",64,85,86,25,0,260,
"S01020393",213,107,5,14,4,343,
"S01020394",119,84,9,16,1,229,
"S01020395",119,171,65,20,5,380,
"S01020396",111,161,96,26,4,399,
"S01020397",94,86,199,20,11,406,
"S01020398",88,70,27,13,8,206,
"S01020399",74,64,129,15,7,288,
"S01020400",62,60,104,17,3,245,
"S01020401",69,70,123,13,5,282,
"S01020402",78,172,30,14,6,301,
"S01020403",65,136,98,22,2,323,
"S01020404",95,82,93,17,4,294,
"S01020405",76,70,140,12,10,306,
"S01020406",62,63,144,13,2,284,
"S01020407",151,133,27,21,5,340,
"S01020408",92,103,104,22,1,323,
"S01020409",120,87,26,22,1,250,
"S01020410",104,94,93,34,9,334,
"S01020411",89,79,53,42,2,265,
"S01020412",95,130,66,27,8,326,
"S01020413",73,57,128,24,5,286,
"S01020414",85,82,106,19,5,297,
"S01020415",90,107,64,21,6,291,
"S01020416",76,61,71,9,3,220,
"S01020417",142,170,4,30,4,352,
"S01020418",149,120,18,72,2,360,
"S01020419",192,143,9,37,8,392,
"S01020420",107,99,133,38,2,378,
"S01020421",135,122,113,48,8,429,
"S01020422",128,109,114,52,9,412,
"S01020423",101,42,142,75,8,368,
"S01020424",108,93,31,17,3,249,
"S01020425",66,83,69,50,4,272,
"S01020426",88,92,131,38,10,356,
"S01020427",61,129,92,27,2,311,
"S01020428",65,49,238,23,2,379,
"S01020429",67,125,40,21,0,253,
"S01020430",225,140,12,39,5,421,
"S01020431",185,99,12,56,5,357,
"S01020432",243,128,5,17,4,395,
"S01020433",231,124,4,47,5,411,
"S01020434",177,102,37,43,3,362,
"S01020435",138,110,100,31,6,385,
"S01020436",118,82,100,102,8,410,
"S01020437",133,77,95,61,6,372,
"S01020438",38,42,77,317,4,478,
"S01020439",51,38,153,174,16,428,
"S01020440",52,46,81,206,4,389,
"S01020441",30,24,75,118,3,249,
"S01020442",30,40,22,284,4,380,
"S01020443",34,24,205,26,5,288,
"S01020444",46,192,44,20,5,308,
"S01020445",32,65,171,75,3,347,
"S01020446",49,77,266,72,7,471,
"S01020447",64,50,280,76,11,481,
"S01020448",76,59,22,35,6,197,
"S01020449",81,52,173,30,3,339,
"S01020450",38,34,163,24,3,258,
"S01020451",116,194,43,36,1,390,
"S01020452",178,126,31,77,4,417,
"S01020453",142,165,1,28,4,346,
"S01020454",239,121,5,30,2,397,
"S01020455",113,62,27,27,3,236,
"S01020456",193,103,2,12,5,312,
"S01020457",84,70,41,16,4,208,
"S01020458",162,110,53,114,7,446,
"S01020459",174,107,4,50,5,340,
"S01020460",256,86,4,27,3,377,
"S01020461",168,85,95,87,6,441,
"S01020462",115,87,34,123,7,366,
"S01020463",54,33,19,152,2,260,
"S01020464",144,91,64,126,8,440,
"S01020465",119,68,6,20,5,215,
"S01020466",135,82,2,2,0,226,
"S01020467",131,112,0,4,2,250,
"S01020468",67,80,35,34,3,217,
"S01020469",145,170,33,33,6,390,
"S01020470",83,125,2,6,0,216,
"S01020471",208,114,28,80,5,435,
"S01020472",165,95,7,12,1,280,
"S01020473",158,129,129,40,7,466,
"S01020474",160,91,12,11,5,280,
"S01020475",163,165,2,12,0,346,
"S01020476",225,131,4,14,0,373,
"S01020477",221,119,19,44,5,404,
"S01020478",133,98,63,35,6,336,
"S01020479",44,92,40,5,4,185,
"S01020480",177,103,6,54,13,353,
"S01020481",113,77,69,18,3,284,
"S01020482",132,88,23,11,4,264,
"S01020483",88,64,4,47,10,214,
"S01020484",222,117,39,43,13,436,
"S01020485",80,65,99,23,6,273,
"S01020486",160,146,85,19,7,415,
"S01020487",147,65,59,35,11,321,
"S01020488",125,66,85,46,4,328,
"S01020489",221,103,24,19,5,372,
"S01020490",79,84,64,31,7,262,
"S01020491",135,62,17,14,7,235,
"S01020492",161,91,59,24,16,351,
"S01020493",155,69,106,38,4,372,
"S01020494",103,34,63,35,16,251,
"S01020495",106,92,285,62,9,554,
"S01020496",96,86,87,24,6,298,
"S01020497",160,107,102,26,11,405,
"S01020498",60,52,209,14,12,347,
"S01020499",75,59,223,24,3,383,
"S01020500",82,101,279,104,5,571,
"S01020501",128,144,149,49,5,475,
"S01020502",59,75,224,53,2,412,
"S01020503",29,48,162,13,1,253,
"S01020504",34,35,227,21,5,322,
"S01020505",68,113,355,29,9,574,
"S01020506",160,128,151,28,2,469,
"S01020507",53,64,287,28,4,436,
"S01020508",149,100,107,18,1,375,
"S01020509",130,67,92,8,3,300,
"S01020510",90,125,245,26,6,491,
"S01020511",61,42,288,28,3,423,
"S01020512",122,124,170,18,2,434,
"S01020513",51,51,167,29,0,301,
"S01020514",35,46,429,11,7,534,
"S01020515",108,93,119,30,2,346,
"S01020516",157,107,111,24,5,409,
"S01020517",147,139,111,40,6,443,
"S01020518",84,103,74,15,3,277,
"S01020519",125,99,29,9,4,270,
"S01020520",123,101,40,23,2,287,
"S01020521",93,103,33,31,0,257,
"S01020522",156,96,55,24,4,339,
"S01020523",175,164,71,56,8,476,
"S01020524",79,65,79,9,4,233,
"S01020525",69,79,236,10,3,397,
"S01020526",81,75,198,21,1,376,
"S01020527",57,43,253,39,11,405,
"S01020528",46,48,221,17,0,331,
"S01020529",52,84,275,22,0,437,
"S01020530",169,137,5,5,2,321,
"S01020531",139,78,19,11,4,247,
"S01020532",161,131,3,8,0,301,
"S01020533",143,164,130,37,4,479,
"S01020534",133,85,138,32,9,398,
"S01020535",125,84,19,3,0,234,
"S01020536",123,71,30,6,0,232,
"S01020537",133,93,79,8,5,318,
"S01020538",43,18,353,25,3,446,
"S01020539",34,36,342,25,1,440,
"S01020540",58,60,133,17,1,273,
"S01020541",76,78,67,15,2,238,
"S01020542",152,113,274,40,10,590,
"S01020543",112,117,128,21,3,377,
"S01020544",73,62,38,9,3,185,
"S01020545",155,117,52,27,4,355,
"S01020546",172,168,6,12,1,360,
"S01020547",175,186,50,30,3,436,
"S01020548",115,99,53,57,6,328,
"S01020549",185,110,39,44,6,383,
"S01020550",104,90,13,31,1,240,
"S01020551",107,70,63,18,12,267,
"S01020552",74,87,3,2,2,168,
"S01020553",135,89,26,14,5,266,
"S01020554",128,138,112,40,6,428,
"S01020555",212,148,43,14,3,423,
"S01020556",109,123,194,39,8,476,
"S01020557",57,71,123,15,1,269,
"S01020558",78,87,128,22,3,318,
"S01020559",131,124,104,47,8,415,
"S01020560",187,118,22,14,3,339,
"S01020561",91,102,98,26,4,320,
"S01020562",47,37,260,86,9,443,
"S01020563",89,116,48,133,3,391,
"S01020564",94,135,19,96,5,348,
"S01020565",122,94,59,25,5,305,
"S01020566",38,115,95,22,4,274,
"S01020567",52,103,47,6,5,214,
"S01020568",64,159,3,1,0,228,
"S01020569",126,126,5,8,0,265,
"S01020570",178,121,40,59,6,404,
"S01020571",172,210,17,104,4,508,
"S01020572",67,99,16,79,5,268,
"S01020573",163,130,187,27,6,518,
"S01020574",94,87,130,16,2,329,
"S01020575",49,69,246,12,5,383,
"S01020576",74,57,161,15,1,309,
"S01020577",82,82,161,25,3,353,
"S01020578",104,135,34,17,0,290,
"S01020579",49,50,107,20,0,225,
"S01020580",68,75,119,20,0,282,
"S01020581",102,97,237,51,15,502,
"S01020582",80,103,220,20,1,427,
"S01020583",167,147,127,78,7,528,
"S01020584",138,111,17,38,4,308,
"S01020585",93,90,87,26,3,299,
"S01020586",93,88,1,6,4,190,
"S01020587",97,93,7,8,1,206,
"S01020588",46,54,178,24,0,303,
"S01020589",101,149,3,19,0,273,
"S01020590",19,136,6,3,0,164,
"S01020591",83,121,80,33,2,321,
"S01020592",54,54,64,15,5,190,
"S01020593",97,90,84,16,0,287,
"S01020594",46,40,106,21,1,217,
"S01020595",55,47,81,11,4,199,
"S01020596",69,76,86,21,0,247,
"S01020597",89,79,58,16,3,251,
"S01020598",61,47,198,65,2,372,
"S01020599",130,109,98,34,1,376,
"S01020600",76,80,129,18,3,306,
"S01020601",99,166,34,47,1,346,
"S01020602",76,68,150,27,2,323,
"S01020603",122,92,110,84,3,411,
"S01020604",102,88,138,35,5,368,
"S01020605",117,73,67,27,4,286,
"S01020606",100,77,108,29,1,312,
"S01020607",184,94,133,39,7,458,
"S01020608",154,114,5,25,5,303,
"S01020609",172,128,67,53,10,425,
"S01020610",239,91,57,21,0,409,
"S01020611",146,137,128,39,6,455,
"S01020612",66,49,318,11,1,454,
"S01020613",74,100,192,10,7,378,
"S01020614",35,36,163,6,5,245,
"S01020615",218,101,15,15,1,350,
"S01020616",146,65,15,24,7,257,
"S01020617",113,62,93,22,5,295,
"S01020618",99,72,131,26,8,333,
"S01020619",158,139,75,22,7,401,
"S01020620",60,101,92,21,0,274,
"S01020621",71,84,146,32,4,337,
"S01020622",67,61,135,22,8,293,
"S01020623",65,65,35,12,5,186,
"S01020624",138,116,83,29,9,375,
"S01020625",44,77,208,23,5,354,
"S01020626",93,77,60,6,2,244,
"S01020627",99,101,70,43,5,319,
"S01020628",54,53,162,18,3,288,
"S01020629",140,80,81,15,4,316,
"S01020630",88,94,97,76,5,361,
"S01020631",111,92,153,54,8,415,
"S01020632",172,85,23,22,7,306,
"S01020633",114,87,83,44,7,335,
"S01020634",80,86,180,25,12,381,
"S01020635",96,88,142,21,10,351,
"S01020636",83,89,80,11,6,272,
"S01020637",38,149,5,6,4,202,
"S01020638",61,120,34,13,1,226,
"S01020639",108,137,2,12,2,262,
"S01020640",75,92,2,6,0,175,
"S01020641",71,102,2,11,0,188,
"S01020642",57,59,104,18,1,238,
"S01020643",102,125,36,21,4,289,
"S01020644",27,94,13,1,0,134,
"S01020645",154,178,1,12,4,348,
"S01020646",88,94,2,3,0,186,
"S01020647",105,195,11,16,0,330,
"S01020648",167,135,5,40,1,348,
"S01020649",126,102,3,20,1,252,
"S01020650",116,99,2,23,0,235,
"S01020651",183,213,1,6,5,411,
"S01020652",102,125,93,42,3,365,
"S01020653",76,89,168,32,4,369,
"S01020654",52,52,133,30,0,266,
"S01020655",97,118,24,20,2,254,
"S01020656",101,116,116,29,1,360,
"S01020657",53,81,164,43,2,346,
"S01020658",53,109,109,112,0,384,
"S01020659",133,105,3,65,1,304,
"S01020660",118,99,4,43,4,268,
"S01020661",159,150,5,22,4,340,
"S01020662",153,119,3,6,1,282,
"S01020663",116,113,59,38,4,325,
"S01020664",162,116,2,26,3,306,
"S01020665",128,158,35,18,3,342,
"S01020666",75,135,7,28,1,249,
"S01020667",123,161,28,7,1,324,
"S01020668",145,111,3,14,2,273,
"S01020669",112,101,33,22,4,273,
"S01020670",150,121,13,38,3,325,
"S01020671",91,66,116,18,1,292,
"S01020672",143,121,61,45,3,373,
"S01020673",101,68,34,25,2,231,
"S01020674",31,235,3,3,4,276,
"S01020675",39,170,10,3,0,218,
"S01020676",60,184,16,24,5,289,
"S01020677",30,209,27,3,1,273,
"S01020678",104,111,25,13,3,256,
"S01020679",40,45,78,23,5,191,
"S01020680",93,64,165,22,6,349,
"S01020681",74,70,71,24,1,243,
"S01020682",108,166,35,17,5,332,
"S01020683",151,128,71,20,6,376,
"S01020684",89,75,216,51,4,435,
"S01020685",95,96,104,48,6,349,
"S01020686",35,40,367,43,9,494,
"S01020687",72,79,228,55,7,441,
"S01020688",48,48,274,15,5,389,
"S01020689",122,120,188,83,5,519,
"S01020690",75,184,26,44,2,332,
"S01020691",63,82,75,25,0,245,
"S01020692",85,111,94,36,4,327,
"S01020693",74,85,72,40,0,274,
"S01020694",76,93,120,43,3,335,
"S01020695",126,164,78,59,4,431,
"S01020696",55,107,2,8,1,174,
"S01020697",162,115,39,13,7,333,
"S01020698",135,91,4,27,0,257,
"S01020699",107,171,13,34,1,327,
"S01020700",61,89,51,10,0,209,
"S01020701",94,202,6,51,1,356,
"S01020702",56,66,75,27,4,228,
"S01020703",107,95,39,22,1,268,
"S01020704",108,133,19,23,1,287,
"S01020705",123,135,6,76,2,342,
"S01020706",45,168,88,13,2,317,
"S01020707",86,115,180,33,5,419,
"S01020708",51,65,146,17,4,279,
"S01020709",36,42,352,15,3,446,
"S01020710",44,55,80,30,4,210,
"S01020711",50,61,125,25,4,266,
"S01020712",42,56,109,27,0,236,
"S01020713",61,83,66,17,1,231,
"S01020714",95,209,45,98,3,450,
"S01020715",53,118,6,72,0,245,
"S01020716",80,105,66,32,2,285,
"S01020717",105,158,34,31,8,329,
"S01020718",71,104,107,33,2,316,
"S01020719",43,66,155,28,2,294,
"S01020720",45,88,176,31,2,342,
"S01020721",43,112,39,178,3,375,
