SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 3 groups, collapsed and Number of cars or vans"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 3 groups, collapsed","Owned",,,,,"Social Rented by Council (LA) or Housing Association/ Registered Social Landlord",,,,,"Private rented or living rent free",,,,,
"Number of cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans",
"Data Zone (2022)",
"S01019411",20,63,34,7,2,51,52,21,4,0,4,11,1,0,0,
"S01019412",35,114,97,30,12,3,3,2,0,0,1,3,1,0,0,
"S01019413",30,75,29,8,4,79,48,6,2,0,8,24,6,1,0,
"S01019414",51,165,85,21,5,13,16,3,0,2,25,36,7,1,0,
"S01019415",13,104,123,30,11,10,9,3,0,0,2,17,22,0,0,
"S01019416",60,211,120,30,7,14,13,0,0,0,16,18,8,0,0,
"S01019417",65,186,121,31,10,15,4,0,1,0,34,44,8,3,2,
"S01019418",45,136,91,27,13,3,1,1,0,0,6,13,2,0,0,
"S01019419",83,93,22,0,0,242,49,4,0,0,41,24,3,2,0,
"S01019420",59,87,25,2,5,164,60,10,0,0,95,87,13,1,0,
"S01019421",96,109,30,4,2,97,47,5,0,0,70,56,4,2,0,
"S01019422",41,58,36,5,4,118,49,10,1,0,31,38,5,0,0,
"S01019423",52,140,53,11,0,63,32,2,0,0,23,37,4,0,0,
"S01019424",85,166,82,18,3,62,36,1,1,0,18,29,5,1,0,
"S01019425",43,119,109,32,10,5,4,0,0,0,16,26,6,0,0,
"S01019426",37,103,32,7,1,25,17,6,0,2,7,18,4,0,0,
"S01019427",40,132,63,10,1,25,20,5,2,0,3,8,2,1,0,
"S01019428",17,121,129,16,4,1,2,0,0,0,2,7,1,0,0,
"S01019429",15,85,123,39,7,6,4,1,0,0,0,5,2,1,0,
"S01019430",14,77,94,28,8,1,0,0,0,0,2,2,0,0,0,
"S01019431",19,124,113,21,9,0,2,0,0,0,0,3,2,0,0,
"S01019432",33,145,131,21,10,37,29,8,0,0,9,17,4,0,0,
"S01019433",44,110,61,17,5,92,68,22,4,0,12,15,4,0,0,
"S01019434",49,97,64,13,1,30,30,4,5,0,12,14,1,0,0,
"S01019435",37,78,51,10,7,22,7,0,1,0,21,16,3,0,0,
"S01019436",47,110,28,1,4,9,7,1,0,0,20,20,10,0,0,
"S01019437",48,78,18,6,1,181,74,11,0,0,69,40,8,0,0,
"S01019438",66,137,68,8,1,15,5,2,0,0,41,39,13,1,1,
"S01019439",46,55,13,1,0,31,21,5,1,0,111,53,7,0,0,
"S01019440",70,104,20,2,0,53,33,7,0,0,76,46,5,0,0,
"S01019441",27,68,17,0,5,42,13,4,0,0,63,63,13,1,0,
"S01019442",47,110,39,2,1,89,27,2,0,0,64,48,8,0,0,
"S01019443",84,156,51,10,3,196,67,4,0,0,67,48,6,0,2,
"S01019444",115,108,26,6,2,133,39,1,0,0,125,63,20,0,0,
"S01019445",87,95,20,2,1,47,21,2,2,0,127,60,14,1,0,
"S01019446",36,117,36,10,0,33,12,2,0,0,50,32,6,0,0,
"S01019447",97,233,81,6,4,72,22,1,0,0,52,46,7,1,0,
"S01019448",61,58,18,1,0,255,92,5,0,0,92,35,3,0,0,
"S01019449",44,56,14,0,0,141,44,8,1,2,124,43,7,0,0,
"S01019450",95,125,38,8,2,108,41,0,0,0,62,43,4,0,0,
"S01019451",50,177,85,13,7,33,11,7,0,0,37,30,5,1,0,
"S01019452",63,166,96,11,6,36,27,3,0,0,21,21,3,1,0,
"S01019453",20,100,92,13,3,0,3,1,0,0,1,1,0,0,0,
"S01019454",45,177,124,23,9,6,0,0,0,0,3,6,1,1,0,
"S01019455",50,185,100,26,9,1,2,2,0,0,5,8,6,0,0,
"S01019456",39,160,134,27,11,0,0,0,0,0,2,5,2,0,1,
"S01019457",42,165,145,28,10,7,10,0,0,0,12,15,8,0,0,
"S01019458",35,132,157,33,15,0,1,0,0,0,6,8,4,1,0,
"S01019459",80,98,31,3,1,138,63,4,2,0,39,48,11,1,2,
"S01019460",54,80,34,5,1,121,49,6,0,0,27,27,5,1,0,
"S01019461",46,78,25,0,1,82,24,5,0,0,21,23,6,0,0,
"S01019462",27,96,70,13,5,55,30,7,1,4,11,24,5,2,1,
"S01019463",49,94,34,8,2,93,58,16,2,0,14,18,5,0,0,
"S01019464",43,70,37,5,1,48,18,3,0,0,16,12,4,0,0,
"S01019465",21,43,25,4,0,136,68,14,2,1,12,13,1,2,0,
"S01019466",35,73,18,2,2,114,105,19,2,5,49,59,3,0,2,
"S01019467",43,52,17,0,0,143,61,8,1,1,70,57,1,0,2,
"S01019468",43,95,48,8,4,165,57,5,0,0,61,45,10,0,0,
"S01019469",26,92,50,7,2,66,39,11,2,0,15,12,2,1,0,
"S01019470",30,51,22,4,0,98,48,9,0,0,26,18,0,0,0,
"S01019471",63,139,68,10,1,66,48,8,2,0,44,56,6,0,0,
"S01019472",34,131,97,24,7,14,22,5,0,0,28,56,13,1,0,
"S01019473",24,101,72,10,6,62,31,14,1,2,38,41,8,1,0,
"S01019474",19,154,149,29,11,3,3,2,0,0,5,10,11,2,0,
"S01019475",45,81,34,2,5,102,73,10,4,0,32,21,5,1,0,
"S01019476",23,81,34,12,2,44,24,5,0,0,25,20,8,1,0,
"S01019477",69,114,48,10,2,65,21,3,0,0,27,21,7,0,0,
"S01019478",25,96,81,21,4,1,0,0,0,0,1,3,0,0,0,
"S01019479",31,137,84,17,4,0,0,0,0,0,1,7,2,0,0,
"S01019480",22,35,18,2,0,59,20,4,1,0,12,24,6,0,0,
"S01019481",32,128,71,11,1,80,37,13,0,2,31,35,10,0,0,
"S01019482",42,120,74,13,1,4,0,0,0,0,5,5,4,0,0,
"S01019483",64,136,76,7,6,43,25,0,2,0,16,27,6,0,0,
"S01019484",116,200,71,13,2,81,43,3,3,0,31,27,15,1,0,
"S01019485",98,159,64,11,5,56,29,5,0,0,24,29,4,1,2,
"S01019486",55,90,43,3,4,39,19,1,0,0,20,14,3,3,1,
"S01019487",37,120,81,24,6,0,0,0,0,0,6,4,2,0,0,
"S01019488",16,109,127,38,16,4,2,0,2,0,2,6,5,0,0,
"S01019489",48,163,78,10,7,1,1,0,0,0,13,23,3,0,0,
"S01019490",41,171,88,12,3,3,3,0,0,0,5,12,5,0,1,
"S01019491",36,96,59,27,8,2,0,0,0,0,5,5,1,0,0,
"S01019492",28,110,64,16,10,2,0,2,0,0,5,6,0,0,0,
"S01019493",43,94,56,12,2,41,8,1,0,0,15,11,4,0,0,
"S01019494",49,112,68,12,2,18,13,2,0,1,2,12,5,0,0,
"S01019495",49,111,65,10,7,53,10,1,0,0,24,20,6,0,0,
"S01019496",47,166,35,3,0,41,27,10,0,0,19,28,12,2,0,
"S01019497",44,304,120,5,2,7,3,1,0,0,23,65,27,0,0,
"S01019498",46,90,26,1,1,102,58,9,2,1,109,89,10,0,0,
"S01019499",45,107,47,10,5,45,30,5,0,0,21,17,7,0,0,
"S01019500",53,108,29,10,2,60,26,10,0,2,35,16,6,0,0,
"S01019501",7,78,63,10,12,13,33,14,4,0,5,28,14,5,0,
"S01019502",10,93,113,14,2,3,12,3,0,0,13,26,9,1,0,
"S01019503",3,83,106,21,1,1,1,1,0,0,5,4,2,0,0,
"S01019504",25,105,84,17,4,4,2,0,0,0,12,12,4,1,0,
"S01019505",21,44,34,7,2,50,73,7,3,0,18,23,5,1,0,
"S01019506",31,98,65,20,6,9,8,0,0,0,3,6,2,2,0,
"S01019507",16,78,85,15,5,14,16,2,0,0,3,3,5,0,0,
"S01019508",12,79,74,19,6,2,0,0,0,0,2,7,1,0,0,
"S01019509",23,127,106,26,7,2,4,0,0,0,2,3,0,0,0,
"S01019510",18,85,92,28,3,0,0,1,0,0,3,2,3,1,0,
"S01019511",3,72,92,33,5,1,0,0,0,0,2,3,0,1,0,
"S01019512",3,60,74,21,11,0,2,0,0,0,1,3,0,0,0,
"S01019513",30,150,140,34,11,13,8,1,0,1,5,12,3,0,1,
"S01019514",13,69,69,14,7,2,5,0,1,0,2,10,4,0,0,
"S01019515",25,116,66,6,4,36,29,3,0,0,7,12,3,2,0,
"S01019516",41,129,71,16,7,62,33,11,2,0,6,17,3,1,0,
"S01019517",47,105,65,15,1,15,14,6,0,0,5,11,5,1,0,
"S01019518",39,100,46,12,3,18,15,3,3,0,7,10,3,0,0,
"S01019519",26,116,53,23,6,31,18,6,0,0,8,10,6,0,0,
"S01019520",30,86,66,13,2,12,11,4,0,0,1,6,1,1,1,
"S01019521",25,132,112,20,8,1,2,1,1,0,5,5,4,0,0,
"S01019522",10,113,95,32,8,0,3,0,0,0,0,4,4,0,0,
"S01019523",14,125,103,26,3,1,2,0,0,0,3,8,3,1,0,
"S01019524",44,113,87,29,7,10,9,3,0,0,6,12,0,3,1,
"S01019525",55,130,80,22,6,35,27,3,2,0,12,21,4,2,0,
"S01019526",63,147,81,17,6,43,27,12,2,2,16,24,6,0,0,
"S01019527",41,91,59,6,5,44,26,8,0,0,12,20,6,2,0,
"S01019528",48,101,58,13,6,70,42,7,1,0,15,21,7,0,0,
"S01019529",31,131,108,25,8,28,24,7,4,1,13,15,8,1,0,
"S01019530",27,140,96,28,6,2,0,1,0,0,2,4,1,0,0,
"S01019531",23,165,112,21,6,0,4,0,0,0,0,6,1,0,1,
"S01019532",27,122,88,31,13,2,0,1,0,0,1,9,1,0,0,
"S01019533",32,155,95,18,13,1,2,0,0,0,2,8,0,0,0,
"S01019534",13,115,115,21,9,0,2,1,0,0,1,7,1,0,0,
"S01019535",28,76,67,12,1,62,57,10,0,0,7,19,3,0,0,
"S01019536",29,29,19,8,0,64,46,10,0,1,18,15,2,0,0,
"S01019537",71,87,42,10,1,85,67,18,3,0,6,13,6,0,0,
"S01019538",32,53,20,1,0,136,76,6,1,5,19,11,3,1,0,
"S01019539",40,69,39,4,0,59,45,4,4,3,13,10,8,0,0,
"S01019540",69,98,60,16,4,80,42,10,0,0,24,22,4,0,0,
"S01019541",42,74,25,8,1,99,48,11,2,0,15,23,3,0,0,
"S01019542",49,102,63,19,4,40,33,8,2,0,16,25,4,2,0,
"S01019543",59,110,67,10,2,78,59,18,3,1,19,21,10,0,0,
"S01019544",53,104,74,21,1,11,3,1,0,0,7,7,2,3,0,
"S01019545",44,89,66,17,3,17,9,0,0,2,7,11,3,0,0,
"S01019546",41,92,58,21,2,12,8,3,1,0,7,6,5,0,0,
"S01019547",16,149,94,13,3,1,0,1,0,0,6,24,12,3,0,
"S01019548",18,179,140,35,5,2,0,1,0,0,8,10,9,1,0,
"S01019549",7,79,138,36,17,0,0,0,0,0,0,2,3,0,0,
"S01019550",20,100,140,30,12,1,0,0,0,0,1,4,3,0,0,
"S01019551",11,106,152,46,9,0,2,0,0,0,0,1,3,0,0,
"S01019552",15,111,154,48,14,5,9,5,0,0,1,13,6,0,0,
"S01019553",13,73,99,15,9,0,0,1,0,0,0,3,3,0,0,
"S01019554",18,103,114,23,8,20,5,2,0,0,8,15,10,4,0,
"S01019555",11,85,143,33,15,4,0,0,0,0,1,13,4,0,0,
"S01019556",33,112,67,14,4,30,29,4,0,0,15,45,11,1,0,
"S01019557",18,67,51,7,1,36,35,8,1,1,17,18,4,2,0,
"S01019558",34,116,102,17,7,20,26,7,0,0,14,34,5,2,0,
"S01019559",8,68,109,22,9,1,1,0,0,0,3,3,4,0,0,
"S01019560",11,92,159,41,18,1,2,2,0,0,2,4,5,0,0,
"S01019561",18,72,117,23,7,1,3,1,0,0,3,3,0,0,0,
"S01019562",3,82,140,44,18,0,1,0,1,0,1,19,24,2,4,
"S01019563",22,135,118,30,5,32,23,5,0,0,4,22,1,0,0,
"S01019564",13,100,146,27,10,4,20,8,4,2,0,9,5,1,0,
"S01019565",7,88,107,40,10,6,8,0,0,0,4,17,21,7,0,
"S01019566",5,75,111,34,21,4,14,7,0,0,4,39,20,5,2,
"S01019567",15,93,114,29,16,8,20,14,4,1,5,29,26,8,3,
"S01019568",4,61,98,33,20,4,6,2,0,0,7,36,42,8,0,
"S01019569",34,97,44,11,0,8,11,7,4,0,15,18,3,0,0,
"S01019570",21,86,54,15,1,96,66,15,0,1,14,32,4,0,0,
"S01019571",21,79,54,15,1,36,27,8,0,1,5,16,4,0,2,
"S01019572",43,151,52,6,5,88,51,1,2,0,42,57,11,3,0,
"S01019573",50,153,84,9,2,28,14,4,0,1,17,30,11,1,0,
"S01019574",100,171,69,21,6,39,24,6,0,0,34,52,6,6,1,
"S01019575",14,101,91,11,4,0,7,0,2,0,1,5,2,2,0,
"S01019576",30,145,94,23,4,36,43,16,0,1,8,20,5,2,0,
"S01019577",34,131,118,28,9,8,10,4,0,0,2,12,7,1,0,
"S01019578",23,111,98,28,8,5,3,0,0,0,1,8,3,0,0,
"S01019579",33,91,104,23,13,47,38,19,1,0,3,12,13,3,1,
"S01019580",4,80,71,12,4,8,16,9,0,2,3,2,5,1,2,
"S01019581",25,66,68,14,5,12,21,8,1,0,10,16,7,1,0,
"S01019582",14,87,49,16,4,30,51,11,0,0,4,8,4,0,0,
"S01019583",24,88,53,17,1,43,39,10,0,0,19,27,10,0,0,
"S01019584",20,101,82,8,5,27,29,9,1,0,9,8,5,1,1,
"S01019585",17,138,110,23,4,8,12,2,0,0,6,24,12,0,0,
"S01019586",10,95,130,35,8,9,27,12,2,2,0,11,4,0,0,
"S01019587",10,63,130,34,16,2,3,1,1,0,8,69,51,9,3,
"S01019588",36,125,63,17,8,24,45,11,2,0,19,21,4,1,2,
"S01019589",18,118,122,36,10,8,12,6,0,0,4,32,17,4,1,
"S01019590",2,46,51,14,12,1,2,0,1,0,6,46,41,9,2,
"S01019591",38,131,124,34,12,36,39,5,3,1,13,22,10,6,1,
"S01019592",18,101,83,18,10,31,51,8,5,4,9,14,12,0,0,
"S01019593",3,37,73,18,13,3,2,0,0,0,4,40,21,9,2,
"S01019594",7,50,84,19,5,3,9,4,2,0,0,20,15,3,1,
"S01019595",21,111,87,23,8,13,19,5,1,0,6,19,1,0,0,
"S01019596",27,145,99,16,2,47,24,5,0,0,29,48,12,0,0,
"S01019597",44,109,39,4,2,57,29,5,0,0,77,92,16,2,3,
"S01019598",20,124,89,19,6,47,33,11,0,0,17,28,9,0,0,
"S01019599",33,98,46,8,2,23,12,4,0,0,40,66,19,0,0,
"S01019600",17,79,36,6,1,26,50,26,1,0,11,17,1,0,0,
"S01019601",43,96,30,1,3,72,18,4,0,0,82,70,17,4,1,
"S01019602",31,85,30,9,1,58,50,6,1,0,66,57,7,3,0,
"S01019603",26,112,79,18,5,73,48,16,1,0,8,26,7,1,0,
"S01019604",38,117,47,9,4,36,7,2,0,0,48,49,8,1,0,
"S01019605",29,141,89,22,0,55,39,5,0,0,7,29,6,1,0,
"S01019606",20,107,96,20,12,54,35,4,1,0,16,19,5,0,0,
"S01019607",21,121,38,7,2,96,52,4,0,0,31,44,24,3,0,
"S01019608",14,104,68,19,3,45,10,1,0,0,3,8,1,1,0,
"S01019609",34,100,55,13,2,62,62,19,2,0,8,16,6,0,0,
"S01019610",31,55,35,12,1,184,92,17,0,1,13,27,1,0,1,
"S01019611",34,78,31,3,4,103,63,16,1,0,13,14,2,0,0,
"S01019612",4,51,63,4,2,13,58,13,3,1,1,8,8,1,0,
"S01019613",16,97,82,16,1,4,11,6,2,0,0,3,4,3,2,
"S01019614",16,116,59,15,10,13,23,9,1,0,5,13,7,0,0,
"S01019615",25,102,63,18,6,22,44,9,3,0,6,11,2,2,0,
"S01019616",9,83,71,23,4,11,36,14,3,0,4,15,12,1,0,
"S01019617",25,170,144,19,10,6,15,5,1,4,10,29,7,0,3,
"S01019618",14,98,59,9,5,31,39,1,2,2,12,30,5,0,0,
"S01019619",8,78,91,24,7,12,19,6,0,0,4,25,12,1,0,
"S01019620",8,80,53,10,6,12,26,6,1,0,4,13,6,2,1,
"S01019621",17,139,84,14,7,14,19,1,0,0,7,25,24,3,0,
"S01019622",11,103,128,31,15,14,23,15,5,0,2,20,10,4,0,
"S01019623",6,43,100,39,23,0,4,0,0,0,4,25,27,6,2,
"S01019624",15,112,128,29,6,22,39,12,4,0,10,24,9,2,1,
"S01019625",8,55,104,28,15,3,3,0,0,0,4,31,24,7,0,
"S01019626",13,86,65,12,15,24,27,10,3,1,5,23,12,0,0,
"S01019627",6,114,100,26,14,10,29,10,4,0,9,35,49,12,3,
"S01019628",7,47,55,20,9,4,7,2,1,0,3,47,35,11,3,
"S01019629",4,79,126,39,16,2,8,4,1,1,6,48,33,7,2,
"S01019630",5,55,66,19,13,0,10,1,0,0,4,22,22,2,1,
"S01019631",9,59,68,18,15,4,18,7,1,0,3,8,9,4,2,
"S01019632",22,105,64,19,11,84,85,20,1,0,10,25,15,3,0,
"S01019633",23,71,47,14,9,81,67,12,2,0,12,18,8,1,0,
"S01019634",10,79,45,11,6,74,52,7,0,0,7,20,10,4,0,
"S01019635",15,112,96,19,8,20,45,19,5,5,2,12,12,0,0,
"S01019636",14,88,68,15,8,23,53,7,3,0,4,13,4,0,0,
"S01019637",10,72,50,23,8,9,23,6,1,0,3,23,14,2,1,
"S01019638",9,75,83,26,4,7,14,2,0,0,3,18,12,3,0,
"S01019639",18,89,72,19,7,9,19,1,3,0,5,9,3,1,1,
"S01019640",8,75,66,23,6,8,20,5,4,0,4,18,11,6,1,
"S01019641",7,59,59,26,9,2,12,7,0,0,4,23,18,2,0,
"S01019642",17,97,85,36,8,11,23,4,5,0,3,20,21,4,0,
"S01019643",22,94,71,16,5,57,70,18,11,1,5,8,0,1,0,
"S01019644",45,116,56,9,2,74,47,5,3,0,17,15,6,0,0,
"S01019645",18,77,38,8,4,48,69,8,0,0,5,14,5,1,0,
"S01019646",13,72,64,14,8,35,42,19,0,1,1,8,3,1,0,
"S01019647",18,94,63,9,2,34,71,14,4,2,3,10,0,0,2,
"S01019648",4,60,83,24,11,1,6,2,1,0,11,85,39,6,3,
"S01019649",17,69,51,15,4,17,57,20,2,0,5,12,3,2,0,
"S01019650",13,128,110,21,7,25,44,13,4,0,8,18,13,1,3,
"S01019651",7,61,73,18,6,1,10,2,0,0,6,34,15,6,1,
"S01019652",10,66,87,19,14,3,5,5,0,0,5,22,22,2,2,
"S01019653",8,106,146,38,21,4,8,0,0,0,5,31,28,8,0,
"S01019654",5,88,83,33,3,2,5,1,0,0,10,91,66,16,5,
"S01019655",26,155,90,19,7,26,34,2,2,0,5,17,6,3,0,
"S01019656",13,78,37,15,2,68,34,8,0,0,11,21,12,0,0,
"S01019657",35,105,67,14,3,36,52,16,5,0,3,25,13,3,2,
"S01019658",12,116,62,14,4,17,39,7,2,0,4,11,10,2,0,
"S01019659",11,90,65,23,10,4,11,5,0,1,9,87,51,11,7,
"S01019660",2,64,59,23,12,3,10,5,0,0,10,52,43,17,4,
"S01019661",8,39,81,20,12,3,4,0,1,0,4,30,31,12,1,
"S01019662",12,107,80,20,10,3,2,1,0,0,10,64,47,26,5,
"S01019663",33,123,72,20,6,41,76,17,2,1,10,6,11,1,0,
"S01019664",24,155,92,22,9,16,31,9,2,1,1,23,23,0,1,
"S01019665",30,100,60,10,4,13,23,7,7,1,5,19,3,1,0,
"S01019666",25,88,44,9,4,126,84,21,1,0,20,28,2,1,0,
"S01019667",5,78,84,15,6,8,28,18,0,0,0,5,3,0,0,
"S01019668",30,110,47,14,1,39,43,12,2,1,12,11,5,0,0,
"S01019669",15,109,77,12,2,14,21,4,0,1,1,17,11,1,1,
"S01019670",4,98,105,25,5,4,6,2,0,0,2,8,7,2,0,
"S01019671",28,101,52,15,3,57,48,6,0,0,26,46,9,5,1,
"S01019672",28,90,33,4,5,77,44,6,0,2,30,60,10,1,0,
"S01019673",7,71,119,32,13,2,4,5,0,0,7,51,44,15,3,
"S01019674",17,104,126,31,17,10,30,6,1,0,2,43,31,10,1,
"S01019675",19,86,110,29,13,4,19,5,1,0,4,75,68,14,11,
"S01019676",11,122,71,25,7,21,38,14,1,2,9,25,8,2,3,
"S01019677",14,74,72,23,10,58,94,31,6,0,4,12,4,0,0,
"S01019678",3,59,85,24,13,2,5,6,0,1,13,71,57,10,2,
"S01019679",17,110,101,15,6,31,48,4,4,0,4,19,8,0,0,
"S01019680",19,105,83,17,9,17,23,4,2,0,2,15,6,1,2,
"S01019681",29,120,60,17,5,59,62,39,4,0,10,22,5,0,1,
"S01019682",16,129,85,22,5,42,47,9,4,0,7,13,5,2,0,
"S01019683",24,103,71,21,6,57,59,15,4,2,10,34,12,1,0,
"S01019684",34,88,79,13,3,37,33,6,0,0,17,31,7,0,2,
"S01019685",27,97,49,8,3,88,47,5,0,0,23,40,12,2,1,
"S01019686",37,126,75,24,6,29,32,5,0,0,17,25,16,0,3,
"S01019687",10,93,132,36,17,5,4,2,0,0,8,54,51,10,3,
"S01019688",16,118,74,25,12,7,28,8,4,0,5,26,17,0,2,
"S01019689",9,93,142,40,26,2,1,1,0,0,4,25,32,7,2,
"S01019690",5,99,113,42,16,4,13,3,0,0,6,46,30,8,1,
"S01019691",16,66,29,13,1,75,66,19,2,0,15,15,3,2,0,
"S01019692",25,55,18,6,2,71,70,26,3,1,15,15,2,2,0,
"S01019693",21,36,21,5,3,57,83,25,1,0,6,7,1,1,0,
"S01019694",12,24,16,1,3,76,106,31,3,0,9,6,0,0,1,
"S01019695",21,58,23,5,2,85,72,11,4,0,21,12,5,0,0,
"S01019696",36,75,30,9,3,94,15,5,0,0,47,43,7,0,0,
"S01019697",51,117,57,15,2,39,10,2,0,0,61,48,11,3,0,
"S01019698",45,168,88,20,6,0,2,2,2,1,17,26,4,0,1,
"S01019699",67,140,38,12,4,14,1,1,0,0,55,53,10,0,0,
"S01019700",31,136,99,23,6,23,25,10,2,0,10,26,7,1,0,
"S01019701",26,116,102,14,5,15,11,5,0,0,4,6,3,1,0,
"S01019702",37,128,82,16,11,18,24,7,2,1,15,27,11,0,0,
"S01019703",35,79,68,28,11,108,74,16,0,0,26,36,7,3,2,
"S01019704",46,165,47,14,1,81,46,6,0,0,30,47,10,0,0,
"S01019705",61,114,22,4,2,92,42,5,0,0,50,36,5,1,2,
"S01019706",40,149,90,31,10,59,29,2,1,0,15,24,6,0,0,
"S01019707",29,129,94,21,6,30,48,10,1,0,2,19,5,1,1,
"S01019708",35,118,56,14,9,89,60,8,0,1,12,15,2,0,0,
"S01019709",12,112,130,47,18,8,10,5,0,0,2,45,32,7,3,
"S01019710",17,86,91,36,14,10,11,2,1,0,4,37,18,3,0,
"S01019711",7,60,79,23,12,0,3,1,0,0,5,45,31,9,7,
"S01019712",6,63,58,27,8,1,13,3,2,2,8,33,31,3,2,
"S01019713",13,133,75,12,10,70,55,22,1,0,7,13,12,0,0,
"S01019714",27,104,71,9,6,82,54,12,2,1,32,41,8,3,0,
"S01019715",27,163,130,34,9,14,24,3,0,1,9,17,2,0,1,
"S01019716",30,150,77,10,11,38,40,8,0,2,14,34,4,1,0,
"S01019717",24,89,64,11,4,26,34,6,0,1,18,31,12,2,1,
"S01019718",18,126,91,20,11,17,3,5,0,0,5,32,8,2,2,
"S01019719",14,63,28,11,4,113,93,30,6,1,4,4,3,3,0,
"S01019720",30,103,108,31,16,23,24,11,1,0,5,22,24,3,0,
"S01019721",23,141,89,29,18,4,5,4,1,0,3,15,10,0,2,
"S01019722",17,122,128,23,11,25,35,14,4,0,3,13,7,2,1,
"S01019723",19,78,103,29,22,12,15,6,2,0,3,18,5,2,0,
"S01019724",9,90,89,25,17,0,2,8,0,0,2,13,4,0,1,
"S01019725",12,79,84,23,13,32,54,20,0,0,5,7,4,1,0,
"S01019726",26,103,94,17,10,32,22,10,2,0,4,19,5,0,0,
"S01019727",15,50,32,10,3,65,63,16,4,0,2,9,4,0,0,
"S01019728",26,77,39,7,2,36,26,10,3,0,6,4,4,0,1,
"S01019729",49,162,58,18,6,65,45,11,0,0,22,43,12,3,0,
"S01019730",14,81,57,6,3,30,26,7,0,2,6,12,6,3,0,
"S01019731",40,131,50,15,0,69,50,8,3,0,15,33,13,0,0,
"S01019732",33,98,47,7,5,43,49,14,1,0,7,22,3,2,0,
"S01019733",33,72,29,7,0,59,68,13,0,0,13,16,5,0,0,
"S01019734",35,114,42,13,6,101,88,36,4,1,8,19,2,1,2,
"S01019735",6,58,79,22,10,23,47,18,0,0,5,10,9,2,0,
"S01019736",5,67,87,29,2,9,50,12,3,0,0,12,3,1,0,
"S01019737",23,147,146,40,14,10,18,6,1,2,5,20,10,0,3,
"S01019738",30,117,67,17,12,47,64,5,1,0,9,15,11,4,0,
"S01019739",23,112,155,48,21,13,21,7,0,0,3,20,9,2,0,
"S01019740",13,71,113,22,19,6,20,1,2,0,7,10,3,0,0,
"S01019741",7,69,86,29,10,9,21,6,8,0,1,10,0,3,0,
"S01019742",10,73,79,32,17,7,9,2,0,0,3,17,8,1,0,
"S01019743",12,83,92,23,12,11,20,5,1,0,1,19,9,2,0,
"S01019744",13,107,112,46,14,41,60,16,2,0,4,20,14,2,0,
"S01019745",10,107,99,36,12,41,78,20,2,0,5,21,9,0,0,
"S01019746",18,83,73,25,9,24,33,10,4,0,2,17,1,1,0,
"S01019747",28,147,99,36,17,26,29,11,3,3,4,30,7,4,1,
"S01019748",23,101,85,16,8,29,35,15,0,1,2,17,12,0,1,
"S01019749",16,59,74,22,14,9,22,4,0,1,1,6,3,0,0,
"S01019750",12,66,67,23,9,5,16,3,0,1,6,12,0,2,0,
"S01019751",19,79,56,9,7,23,26,6,0,0,5,30,8,3,0,
"S01019752",21,93,96,28,13,6,11,9,1,0,3,44,19,9,1,
"S01019753",11,99,81,30,16,4,10,5,0,0,5,20,24,2,0,
"S01019754",32,110,71,19,7,50,64,21,4,1,11,27,11,4,0,
"S01019755",8,66,55,16,11,18,23,8,2,0,9,26,19,6,2,
"S01019756",19,115,97,25,14,15,19,6,1,0,16,35,26,5,1,
"S01019757",19,101,108,29,18,9,17,6,2,0,4,20,21,1,2,
"S01019758",48,143,98,17,5,82,36,6,1,0,12,22,3,0,4,
"S01019759",55,133,46,13,1,106,54,3,2,0,23,23,8,0,0,
"S01019760",26,67,48,8,1,70,45,6,1,0,13,8,2,3,0,
"S01019761",24,66,23,10,0,62,47,4,0,0,11,17,9,1,0,
"S01019762",20,68,40,2,1,22,32,7,0,0,13,13,6,0,0,
"S01019763",40,119,61,7,4,5,11,2,0,0,14,7,6,0,0,
"S01019764",73,171,76,23,7,28,15,2,0,0,35,33,9,1,0,
"S01019765",39,120,59,14,8,59,40,4,0,0,3,14,0,0,0,
"S01019766",40,86,34,5,3,42,17,4,2,0,18,27,3,0,0,
"S01019767",33,72,25,17,7,47,34,6,0,1,10,28,7,0,0,
"S01019768",30,68,51,11,4,57,38,8,0,1,25,22,3,0,0,
"S01019769",21,91,42,17,4,35,26,9,1,2,25,13,8,1,0,
"S01019770",20,71,58,17,7,26,33,5,1,0,9,13,4,0,0,
"S01019771",18,76,87,24,14,36,34,15,1,0,1,15,10,0,0,
"S01019772",19,83,67,22,8,63,25,4,0,2,12,19,4,2,0,
"S01019773",16,101,68,19,12,5,3,0,0,0,5,6,2,2,0,
"S01019774",15,102,131,28,14,13,25,11,1,0,5,15,10,1,3,
"S01019775",10,80,86,21,11,5,17,7,5,0,1,31,11,0,0,
