SuperWEB2(tm)

"Household"
"Data Zone (2022) by Type of accomodation"
"Counting: Households"

Filters:
"Default Summation","Households"

"Type of accomodation","Whole house or bungalow: Detached","Whole house or bungalow: Semi-detached","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure","Total",
"Data Zone (2022)",
"S01020057",25,69,20,237,0,10,0,361,
"S01020058",163,70,13,57,0,1,0,304,
"S01020059",91,80,30,51,0,1,0,253,
"S01020060",110,32,37,26,1,0,0,206,
"S01020061",193,77,4,101,3,0,0,380,
"S01020062",57,86,25,472,5,12,0,659,
"S01020063",41,73,16,299,24,4,0,458,
"S01020064",54,48,54,375,12,4,0,547,
"S01020065",31,6,2,216,1,15,1,277,
"S01020066",13,180,48,41,1,0,0,283,
"S01020067",8,105,8,263,1,2,0,387,
"S01020068",6,122,10,227,2,0,0,364,
"S01020069",17,105,26,248,0,0,0,395,
"S01020070",73,45,15,327,7,0,0,467,
"S01020071",11,110,86,57,0,1,0,265,
"S01020072",14,96,97,52,0,0,0,256,
"S01020073",13,81,62,173,0,1,0,326,
"S01020074",54,163,58,66,0,0,0,340,
"S01020075",8,21,151,84,1,0,0,261,
"S01020076",16,136,122,50,0,0,0,324,
"S01020077",9,27,234,7,0,0,0,277,
"S01020078",129,38,26,9,0,0,0,202,
"S01020079",150,22,15,4,1,0,0,196,
"S01020080",163,11,28,1,0,0,2,204,
"S01020081",211,10,5,44,0,0,0,270,
"S01020082",168,18,2,3,0,0,0,192,
"S01020083",11,12,131,61,0,0,0,215,
"S01020084",48,220,78,41,0,0,0,387,
"S01020085",62,78,133,42,0,0,0,315,
"S01020086",36,87,91,36,2,0,0,251,
"S01020087",218,55,18,1,2,0,0,292,
"S01020088",227,46,37,16,3,1,0,329,
"S01020089",74,117,42,28,2,0,0,262,
"S01020090",124,146,6,2,0,0,0,274,
"S01020091",97,130,4,0,0,0,0,231,
"S01020092",87,164,18,5,0,0,0,268,
"S01020093",213,178,30,15,2,1,0,438,
"S01020094",76,120,94,10,1,0,0,301,
"S01020095",88,130,107,12,0,0,0,338,
"S01020096",15,121,140,154,1,0,0,432,
"S01020097",22,127,132,100,3,0,0,383,
"S01020098",25,83,161,120,0,0,1,389,
"S01020099",12,166,118,114,0,0,0,414,
"S01020100",80,45,169,39,2,0,0,331,
"S01020101",26,27,139,27,0,0,0,215,
"S01020102",34,101,121,10,2,1,0,268,
"S01020103",10,71,46,114,8,1,1,251,
"S01020104",31,99,55,75,1,0,0,261,
"S01020105",5,65,56,76,0,0,0,204,
"S01020106",50,54,121,46,0,1,0,272,
"S01020107",22,66,165,101,3,0,0,357,
"S01020108",30,110,95,189,0,2,0,426,
"S01020109",40,42,164,108,0,0,0,354,
"S01020110",48,38,185,24,3,0,0,298,
"S01020111",9,27,137,15,0,1,2,189,
"S01020112",29,57,220,26,1,2,0,335,
"S01020113",68,107,110,5,0,1,0,290,
"S01020114",73,89,195,10,0,0,1,364,
"S01020115",58,160,2,1,0,0,0,221,
"S01020116",85,196,4,7,0,0,0,292,
"S01020117",87,42,12,7,0,0,0,145,
"S01020118",71,67,162,105,2,4,0,413,
"S01020119",27,82,47,128,4,0,0,295,
"S01020120",23,39,215,9,0,0,0,286,
"S01020121",59,168,137,53,2,0,0,416,
"S01020122",47,156,82,201,3,0,0,486,
"S01020123",17,118,12,58,0,2,0,208,
"S01020124",5,54,167,83,0,0,0,309,
"S01020125",83,151,84,64,2,4,0,390,
"S01020126",16,135,65,66,0,0,0,282,
"S01020127",6,46,53,126,0,0,0,228,
"S01020128",17,59,42,201,2,1,0,318,
"S01020129",75,85,73,101,3,3,0,340,
"S01020130",3,69,16,166,0,0,0,257,
"S01020131",7,108,6,201,2,2,0,326,
"S01020132",20,64,77,117,1,0,1,283,
"S01020133",3,37,15,167,4,0,1,226,
"S01020134",12,22,21,444,4,2,0,508,
"S01020135",35,65,44,77,0,0,0,218,
"S01020136",18,160,60,30,2,0,1,272,
"S01020137",60,95,100,73,0,0,0,331,
"S01020138",103,21,40,154,1,0,0,315,
"S01020139",105,135,7,79,3,0,0,336,
"S01020140",15,109,121,233,2,0,2,486,
"S01020141",7,36,9,205,6,6,3,271,
"S01020142",9,24,16,340,1,0,1,395,
"S01020143",22,197,134,131,0,0,1,485,
"S01020144",30,146,110,97,0,0,0,384,
"S01020145",11,127,120,24,0,0,2,286,
"S01020146",213,45,15,127,7,0,0,404,
"S01020147",174,41,19,163,26,0,0,424,
"S01020148",190,39,11,134,13,1,0,387,
"S01020149",38,13,8,218,15,6,0,299,
"S01020150",196,4,0,6,1,1,0,208,
"S01020151",175,12,6,36,0,0,0,229,
"S01020152",138,88,31,1,0,0,0,258,
"S01020153",59,109,152,9,0,0,1,330,
"S01020154",16,139,202,14,0,0,0,365,
"S01020155",122,34,161,13,3,0,0,333,
"S01020156",142,12,55,27,0,0,0,239,
"S01020157",130,22,25,122,0,0,0,301,
"S01020158",90,34,92,135,8,3,0,365,
"S01020159",72,25,16,210,12,9,0,341,
"S01020160",41,36,60,291,2,1,0,433,
"S01020161",72,44,182,83,5,0,0,387,
"S01020162",60,35,126,62,1,0,0,284,
"S01020163",210,85,70,27,10,0,0,406,
"S01020164",158,80,3,4,0,0,0,244,
"S01020165",146,34,10,4,0,0,0,194,
"S01020166",134,38,4,1,0,0,0,181,
"S01020167",109,61,15,2,0,0,0,183,
"S01020168",145,45,11,4,0,0,0,203,
"S01020169",121,66,54,5,1,2,0,248,
"S01020170",139,139,52,5,0,0,0,335,
"S01020171",231,48,7,51,0,0,2,338,
"S01020172",66,67,58,39,0,0,0,231,
"S01020173",149,20,3,2,0,0,1,175,
"S01020174",121,14,54,2,1,0,0,192,
"S01020175",146,36,42,3,0,0,0,224,
"S01020176",17,23,122,191,3,1,0,356,
"S01020177",131,28,31,2,0,0,0,192,
"S01020178",165,62,15,25,0,1,0,264,
"S01020179",15,20,14,180,0,2,0,233,
"S01020180",100,150,28,6,1,0,0,283,
"S01020181",49,42,121,52,0,0,0,267,
"S01020182",36,52,27,135,2,0,0,252,
"S01020183",35,165,18,62,1,0,0,281,
"S01020184",134,41,0,4,2,1,0,183,
"S01020185",148,33,102,80,0,0,0,361,
"S01020186",24,126,92,95,2,0,0,341,
"S01020187",108,121,32,113,0,0,0,374,
"S01020188",16,188,17,118,1,0,0,340,
"S01020189",33,112,95,13,0,0,0,253,
"S01020190",20,119,141,38,0,0,0,318,
"S01020191",39,131,22,109,2,0,2,309,
"S01020192",47,139,57,176,11,1,0,428,
"S01020193",172,64,37,8,0,0,0,281,
"S01020194",22,55,79,258,1,0,0,416,
"S01020195",12,36,31,326,2,1,0,408,
"S01020196",92,216,34,61,2,0,0,404,
"S01020197",210,44,12,44,0,0,0,309,
"S01020198",50,91,106,53,7,0,0,311,
"S01020199",55,195,9,15,7,0,0,280,
"S01020200",51,167,3,5,26,0,1,253,
"S01020201",56,108,35,117,23,1,0,340,
"S01020202",13,72,10,406,0,9,0,513,
"S01020203",49,108,8,102,4,0,0,271,
"S01020204",54,126,31,43,4,0,0,254,
"S01020205",22,70,49,215,0,0,0,356,
"S01020206",8,81,136,103,1,0,0,329,
"S01020207",57,121,137,66,1,0,0,380,
"S01020208",39,161,32,63,4,0,0,299,
"S01020209",20,268,31,13,3,0,1,342,
"S01020210",6,72,44,242,7,0,0,371,
"S01020211",6,70,35,130,16,0,0,265,
"S01020212",8,37,39,281,1,0,0,367,
"S01020213",86,109,59,84,0,1,4,345,
"S01020214",8,85,32,325,1,0,4,456,
"S01020215",0,45,35,357,6,0,1,446,
"S01020216",37,73,70,325,6,0,36,542,
"S01020217",49,71,75,191,4,1,0,391,
"S01020218",29,61,77,140,11,2,0,319,
"S01020219",4,2,16,236,3,0,0,259,
"S01020220",9,3,17,431,5,8,0,473,
"S01020221",1,3,9,250,0,0,0,263,
"S01020222",6,90,77,229,11,1,0,414,
"S01020223",19,61,71,240,0,0,0,393,
"S01020224",4,71,65,265,2,0,0,404,
"S01020225",3,21,12,299,4,0,2,343,
"S01020226",6,41,30,344,3,2,0,426,
"S01020227",49,123,194,81,1,0,0,448,
"S01020228",25,161,24,170,1,0,0,385,
"S01020229",5,30,10,282,3,2,1,329,
"S01020230",6,80,27,213,4,0,0,325,
"S01020231",14,75,79,102,1,0,2,275,
"S01020232",3,39,95,131,0,0,0,271,
"S01020233",10,131,166,170,0,1,0,478,
"S01020234",9,103,159,57,0,1,0,330,
"S01020235",17,165,18,2,0,0,0,198,
"S01020236",76,108,120,55,2,0,0,362,
"S01020237",22,150,76,145,1,0,0,392,
"S01020238",50,201,50,72,7,0,0,380,
"S01020239",84,119,36,108,11,0,0,361,
"S01020240",21,121,45,222,3,4,0,420,
"S01020241",26,80,22,165,33,0,0,326,
"S01020242",5,15,51,260,2,0,0,332,
"S01020243",37,162,53,24,12,0,0,289,
"S01020244",99,88,51,119,2,0,0,358,
"S01020245",91,167,34,25,15,0,0,333,
"S01020246",10,62,133,255,1,0,0,461,
"S01020247",191,58,113,23,0,0,0,387,
"S01020248",57,67,151,68,2,0,0,345,
"S01020249",23,44,113,25,0,0,0,205,
"S01020250",8,67,128,154,4,0,0,359,
"S01020251",7,76,105,87,0,0,0,277,
"S01020252",151,33,46,5,0,0,0,235,
"S01020253",174,6,5,1,0,1,0,187,
"S01020254",113,30,2,4,1,0,0,151,
"S01020255",95,87,37,36,0,0,0,256,
"S01020256",218,69,6,7,0,0,0,300,
"S01020257",130,53,12,6,1,1,2,206,
"S01020258",15,13,107,326,1,0,0,460,
"S01020259",96,139,117,16,1,1,2,367,
"S01020260",201,42,12,4,0,0,0,261,
"S01020261",7,7,59,231,0,1,0,302,
"S01020262",148,77,31,2,0,0,0,254,
"S01020263",106,49,92,117,1,0,0,362,
"S01020264",117,62,64,30,0,0,0,274,
"S01020265",100,46,79,13,0,0,0,238,
"S01020266",12,9,218,114,2,0,0,356,
"S01020267",15,31,174,123,0,0,0,343,
"S01020268",9,17,212,145,2,1,0,382,
"S01020269",6,9,180,156,1,0,0,350,
"S01020270",8,31,161,69,2,0,0,268,
"S01020271",31,27,210,185,3,0,0,451,
"S01020272",15,77,197,172,2,0,0,463,
"S01020273",5,21,181,147,0,0,0,354,
"S01020274",4,44,167,144,0,0,0,355,
"S01020275",5,19,145,308,0,0,0,477,
"S01020276",28,79,143,110,2,0,0,363,
"S01020277",7,48,147,131,0,6,0,343,
"S01020278",9,90,171,141,0,1,0,414,
"S01020279",8,57,156,164,0,0,0,385,
"S01020280",98,38,14,147,0,0,0,297,
"S01020281",10,67,60,73,0,0,0,210,
"S01020282",23,41,134,143,1,0,0,342,
"S01020283",38,38,179,6,0,0,0,263,
"S01020284",6,3,125,126,0,1,0,263,
"S01020285",2,3,129,67,0,0,0,201,
"S01020286",92,68,24,64,2,0,0,250,
"S01020287",6,25,164,128,0,0,0,323,
"S01020288",4,10,172,87,0,0,0,273,
"S01020289",128,64,47,37,0,0,0,274,
"S01020290",6,6,212,79,0,0,0,303,
"S01020291",2,6,123,87,0,0,0,223,
"S01020292",56,57,39,47,0,0,0,199,
"S01020293",17,23,144,125,1,0,0,312,
"S01020294",6,11,213,105,1,0,0,336,
"S01020295",77,19,151,175,0,1,0,426,
"S01020296",25,29,195,78,0,0,0,334,
"S01020297",27,92,35,249,5,6,0,414,
"S01020298",37,79,113,338,4,1,0,572,
"S01020299",62,63,44,41,0,0,0,210,
"S01020300",24,165,95,93,1,0,0,381,
"S01020301",36,121,36,192,2,0,0,388,
"S01020302",14,126,183,43,0,0,0,362,
"S01020303",36,43,55,197,0,1,0,332,
"S01020304",52,29,98,177,1,0,0,358,
"S01020305",202,55,8,42,3,0,0,310,
"S01020306",168,46,3,2,0,0,0,222,
"S01020307",145,76,5,43,0,0,0,269,
"S01020308",234,28,4,5,0,0,0,271,
"S01020309",10,35,168,136,2,0,0,355,
"S01020310",98,80,81,18,0,0,5,282,
"S01020311",124,66,3,1,0,0,0,194,
"S01020312",262,67,6,23,2,0,0,360,
"S01020313",148,95,6,72,2,0,1,325,
"S01020314",139,6,2,3,0,0,0,151,
"S01020315",104,138,0,5,0,0,0,247,
"S01020316",142,87,47,17,3,0,0,296,
"S01020317",258,19,7,8,0,0,0,293,
"S01020318",147,18,4,3,1,0,0,171,
"S01020319",139,11,12,13,0,0,0,179,
"S01020320",139,24,8,43,1,0,0,216,
"S01020321",179,31,15,27,2,0,0,253,
"S01020322",220,60,20,126,0,0,0,427,
"S01020323",81,48,178,128,6,4,0,448,
"S01020324",31,47,132,65,0,0,0,275,
"S01020325",75,129,45,42,0,0,0,285,
"S01020326",19,132,14,6,1,0,0,173,
"S01020327",72,80,88,0,0,0,0,235,
"S01020328",69,77,56,25,0,0,0,227,
"S01020329",82,119,24,3,0,0,0,229,
"S01020330",90,103,30,12,0,0,0,235,
"S01020331",124,67,28,20,0,0,0,235,
"S01020332",227,17,6,3,0,0,0,252,
"S01020333",193,14,10,2,0,0,0,218,
"S01020334",119,61,10,64,0,2,0,256,
"S01020335",125,76,4,0,0,1,0,208,
"S01020336",47,65,169,12,0,0,0,295,
"S01020337",11,11,151,4,0,0,0,177,
"S01020338",7,19,172,50,0,0,0,250,
"S01020339",20,55,209,52,1,0,0,330,
"S01020340",4,59,170,8,0,0,0,241,
"S01020341",16,46,206,34,4,0,0,301,
"S01020342",7,56,204,61,0,0,0,326,
"S01020343",27,25,235,55,4,0,0,344,
"S01020344",3,33,138,116,6,3,0,300,
"S01020345",7,58,138,43,0,0,0,246,
"S01020346",3,22,178,64,1,1,0,269,
"S01020347",2,23,182,45,0,1,0,253,
"S01020348",10,19,191,58,0,0,0,278,
"S01020349",4,13,224,65,0,0,0,306,
"S01020350",52,10,175,3,0,0,0,242,
"S01020351",2,12,140,149,8,1,0,311,
"S01020352",1,35,145,146,0,1,0,328,
"S01020353",8,8,205,148,0,0,0,369,
"S01020354",52,21,196,54,0,0,1,324,
"S01020355",7,19,160,85,0,0,0,274,
"S01020356",5,14,263,34,0,0,0,320,
"S01020357",63,56,150,173,0,0,2,444,
"S01020358",5,76,150,109,0,2,0,343,
"S01020359",8,38,193,195,3,1,0,439,
"S01020360",13,48,219,168,0,0,0,448,
"S01020361",8,38,137,101,2,0,0,288,
"S01020362",8,74,180,78,5,1,0,343,
"S01020363",7,67,157,131,1,0,0,366,
"S01020364",6,39,160,184,1,0,0,390,
"S01020365",6,61,68,373,0,1,0,509,
"S01020366",44,125,158,7,0,0,0,334,
"S01020367",6,72,125,35,1,0,0,241,
"S01020368",2,20,150,30,0,0,0,202,
"S01020369",90,55,171,87,0,0,0,404,
"S01020370",5,17,108,85,0,0,0,212,
"S01020371",5,28,186,99,3,0,0,321,
"S01020372",212,60,35,28,21,1,0,363,
"S01020373",218,3,1,8,0,0,0,230,
"S01020374",160,79,34,8,6,2,0,288,
"S01020375",276,73,26,11,10,1,0,401,
"S01020376",134,35,21,3,10,3,0,205,
"S01020377",178,80,25,97,4,0,0,385,
"S01020378",180,70,87,51,8,2,0,399,
"S01020379",109,96,42,23,0,1,0,271,
"S01020380",193,43,24,18,5,4,1,289,
"S01020381",160,54,32,21,5,0,0,269,
"S01020382",85,70,69,103,4,2,0,337,
"S01020383",200,99,31,24,0,0,0,349,
"S01020384",184,86,42,46,10,2,2,370,
"S01020385",225,57,16,6,4,1,12,322,
"S01020386",171,38,7,8,1,1,1,231,
"S01020387",148,129,42,59,6,0,1,391,
"S01020388",249,79,38,11,7,3,1,390,
"S01020389",170,41,15,21,3,1,2,253,
"S01020390",83,22,95,81,9,2,0,291,
"S01020391",16,116,120,33,3,1,0,287,
"S01020392",61,72,56,65,5,0,0,260,
"S01020393",269,52,4,9,4,1,0,343,
"S01020394",96,84,21,25,3,0,0,229,
"S01020395",214,63,48,51,3,1,0,380,
"S01020396",128,121,74,73,2,1,0,399,
"S01020397",19,208,136,36,1,7,1,406,
"S01020398",98,43,62,2,1,0,0,206,
"S01020399",21,74,159,30,0,0,0,288,
"S01020400",28,110,84,18,2,0,0,245,
"S01020401",25,81,135,36,0,0,0,282,
"S01020402",147,104,29,16,1,0,0,301,
"S01020403",55,167,32,65,3,2,0,323,
"S01020404",10,155,110,12,0,0,0,294,
"S01020405",23,80,173,33,0,0,0,306,
"S01020406",14,155,97,18,0,0,0,284,
"S01020407",128,121,58,32,0,0,1,340,
"S01020408",55,63,95,108,3,2,0,323,
"S01020409",182,7,5,59,0,0,0,250,
"S01020410",48,83,69,116,12,4,0,334,
"S01020411",40,70,100,49,4,1,0,265,
"S01020412",87,112,103,20,2,2,0,326,
"S01020413",8,118,149,10,1,1,0,286,
"S01020414",12,138,133,14,0,0,0,297,
"S01020415",92,95,78,23,3,0,0,291,
"S01020416",14,84,109,9,0,0,0,220,
"S01020417",130,175,38,9,0,0,0,352,
"S01020418",61,189,16,93,1,0,0,360,
"S01020419",145,126,27,90,4,0,0,392,
"S01020420",53,131,70,102,18,0,0,378,
"S01020421",40,135,158,94,0,1,0,429,
"S01020422",39,153,119,93,5,2,2,412,
"S01020423",28,67,41,217,11,4,0,368,
"S01020424",47,132,60,11,0,0,1,249,
"S01020425",25,66,75,94,4,4,0,272,
"S01020426",25,157,80,99,1,0,0,356,
"S01020427",13,119,122,52,1,0,0,311,
"S01020428",27,112,108,132,0,0,0,379,
"S01020429",121,72,28,31,0,1,0,253,
"S01020430",137,88,29,159,8,0,0,421,
"S01020431",74,115,26,119,25,3,0,357,
"S01020432",239,133,5,15,3,0,0,395,
"S01020433",84,93,5,146,77,5,1,411,
"S01020434",53,122,16,91,79,0,0,362,
"S01020435",23,111,214,39,1,0,0,385,
"S01020436",15,97,95,195,7,0,1,410,
"S01020437",43,131,77,103,19,1,2,372,
"S01020438",9,10,12,401,11,37,0,478,
"S01020439",18,20,9,351,14,12,0,428,
"S01020440",11,15,32,287,38,8,0,389,
"S01020441",6,25,25,183,7,3,0,249,
"S01020442",4,8,8,345,15,3,0,380,
"S01020443",11,136,45,94,1,0,0,288,
"S01020444",116,97,65,32,0,1,2,308,
"S01020445",19,58,27,237,4,3,0,347,
"S01020446",24,96,53,288,4,5,0,471,
"S01020447",19,63,39,350,8,2,0,481,
"S01020448",77,44,30,45,2,0,0,197,
"S01020449",14,84,115,122,2,0,0,339,
"S01020450",24,48,82,99,5,4,0,258,
"S01020451",250,51,27,60,1,1,0,390,
"S01020452",146,120,72,68,8,3,0,417,
"S01020453",180,87,35,41,0,2,0,346,
"S01020454",217,163,9,6,3,0,0,397,
"S01020455",124,50,14,43,1,3,0,236,
"S01020456",183,117,5,7,2,0,0,312,
"S01020457",11,107,65,22,2,0,0,208,
"S01020458",62,71,37,169,94,12,0,446,
"S01020459",162,49,6,57,65,0,0,340,
"S01020460",259,26,21,46,21,0,0,377,
"S01020461",54,96,65,208,15,3,0,441,
"S01020462",16,41,81,204,16,2,5,366,
"S01020463",4,6,18,229,3,0,0,260,
"S01020464",14,142,55,220,8,1,0,440,
"S01020465",122,37,33,12,7,1,2,215,
"S01020466",177,40,4,1,0,0,0,226,
"S01020467",225,14,4,0,6,0,0,250,
"S01020468",45,56,97,6,2,6,0,217,
"S01020469",198,84,50,49,2,4,2,390,
"S01020470",202,10,4,1,0,2,0,216,
"S01020471",117,80,72,125,18,16,0,435,
"S01020472",170,62,9,31,5,1,1,280,
"S01020473",61,94,141,166,1,0,0,466,
"S01020474",172,25,8,74,3,0,0,280,
"S01020475",259,28,16,43,0,0,0,346,
"S01020476",192,157,10,14,0,0,0,373,
"S01020477",196,92,11,90,13,0,0,404,
"S01020478",64,85,60,100,18,6,0,336,
"S01020479",106,25,36,20,2,0,0,185,
"S01020480",300,43,4,3,5,0,0,353,
"S01020481",136,81,15,49,1,1,0,284,
"S01020482",126,89,43,7,2,0,0,264,
"S01020483",138,57,14,0,2,0,4,214,
"S01020484",250,110,50,13,9,2,1,436,
"S01020485",38,109,63,53,8,2,0,273,
"S01020486",149,154,86,23,4,0,0,415,
"S01020487",202,77,30,4,1,1,3,321,
"S01020488",52,46,43,156,12,20,0,328,
"S01020489",225,56,25,41,21,1,0,372,
"S01020490",48,99,45,55,12,2,0,262,
"S01020491",160,58,10,3,3,0,1,235,
"S01020492",217,72,38,17,2,2,2,351,
"S01020493",122,125,44,73,5,5,0,372,
"S01020494",136,59,45,7,1,3,2,251,
"S01020495",5,18,121,395,10,1,0,554,
"S01020496",2,70,71,159,0,0,0,298,
"S01020497",17,100,122,168,0,0,0,405,
"S01020498",2,88,94,163,0,0,0,347,
"S01020499",0,47,116,218,1,0,0,383,
"S01020500",1,26,48,492,2,2,0,571,
"S01020501",4,27,158,286,0,0,0,475,
"S01020502",13,24,63,311,0,0,0,412,
"S01020503",0,58,13,185,0,0,0,253,
"S01020504",4,30,19,262,2,1,0,322,
"S01020505",10,77,106,382,0,2,0,574,
"S01020506",49,73,143,200,1,1,0,469,
"S01020507",5,62,43,318,6,0,0,436,
"S01020508",7,118,30,221,2,0,0,375,
"S01020509",7,171,23,101,1,0,0,300,
"S01020510",65,61,75,286,3,0,0,491,
"S01020511",11,65,76,272,3,3,0,423,
"S01020512",27,103,136,165,0,0,0,434,
"S01020513",6,25,50,218,4,1,0,301,
"S01020514",17,19,73,419,2,4,0,534,
"S01020515",7,62,62,216,2,0,0,346,
"S01020516",27,78,57,242,1,0,0,409,
"S01020517",9,127,29,275,0,0,0,443,
"S01020518",10,51,29,190,0,0,0,277,
"S01020519",60,88,89,33,0,0,0,270,
"S01020520",35,82,46,123,1,0,0,287,
"S01020521",46,44,20,146,1,0,0,257,
"S01020522",68,99,72,97,1,1,0,339,
"S01020523",83,46,94,249,0,4,0,476,
"S01020524",13,55,75,86,3,0,1,233,
"S01020525",14,62,99,221,1,0,0,397,
"S01020526",9,61,86,220,0,0,0,376,
"S01020527",29,17,15,344,0,0,0,405,
"S01020528",7,41,67,212,0,1,0,331,
"S01020529",12,60,91,274,0,0,0,437,
"S01020530",160,148,5,8,1,0,0,321,
"S01020531",56,101,60,30,1,0,0,247,
"S01020532",89,195,7,6,1,0,0,301,
"S01020533",36,76,100,266,0,1,0,479,
"S01020534",17,72,77,233,0,1,0,398,
"S01020535",66,115,36,17,0,0,0,234,
"S01020536",46,107,52,23,5,0,0,232,
"S01020537",27,122,38,117,9,2,0,318,
"S01020538",6,15,24,397,1,0,0,446,
"S01020539",1,14,18,397,6,0,0,440,
"S01020540",7,23,135,107,0,0,0,273,
"S01020541",10,37,149,47,0,0,0,238,
"S01020542",14,86,71,417,0,0,0,590,
"S01020543",13,95,154,115,0,0,0,377,
"S01020544",25,34,81,52,0,0,0,185,
"S01020545",58,93,46,155,0,0,0,355,
"S01020546",129,158,56,16,0,0,2,360,
"S01020547",137,121,106,69,3,0,0,436,
"S01020548",36,29,41,214,8,0,0,328,
"S01020549",22,133,47,177,1,0,0,383,
"S01020550",20,17,20,168,7,1,7,240,
"S01020551",53,64,55,85,5,0,0,267,
"S01020552",25,77,58,6,4,0,0,168,
"S01020553",6,53,172,35,0,0,0,266,
"S01020554",28,124,44,229,1,2,0,428,
"S01020555",163,179,38,42,2,0,0,423,
"S01020556",13,202,40,222,1,2,0,476,
"S01020557",4,94,53,118,0,0,0,269,
"S01020558",27,67,104,118,0,0,0,318,
"S01020559",35,164,97,119,0,0,0,415,
"S01020560",37,199,76,35,1,0,0,339,
"S01020561",55,55,15,199,0,0,0,320,
"S01020562",7,12,24,378,3,15,0,443,
"S01020563",33,22,13,319,5,4,0,391,
"S01020564",9,22,21,294,2,0,0,348,
"S01020565",56,71,67,97,12,2,0,305,
"S01020566",56,34,45,137,0,1,1,274,
"S01020567",60,71,37,50,0,0,0,214,
"S01020568",124,45,35,19,0,0,0,228,
"S01020569",53,123,72,15,0,0,0,265,
"S01020570",32,56,65,250,0,1,0,404,
"S01020571",45,70,92,298,1,2,0,508,
"S01020572",3,24,40,195,1,5,0,268,
"S01020573",90,46,43,325,9,1,0,518,
"S01020574",56,64,45,149,5,0,10,329,
"S01020575",19,87,76,198,3,0,0,383,
"S01020576",30,93,53,124,1,1,0,309,
"S01020577",21,51,147,129,2,0,0,353,
"S01020578",58,146,53,36,0,1,0,290,
"S01020579",5,89,97,37,0,0,0,225,
"S01020580",5,121,93,62,0,0,0,282,
"S01020581",66,92,97,238,8,1,0,502,
"S01020582",26,125,112,162,4,1,0,427,
"S01020583",46,88,50,333,9,2,0,528,
"S01020584",52,85,32,114,17,7,0,308,
"S01020585",28,58,44,165,4,0,0,299,
"S01020586",118,64,4,6,0,0,0,190,
"S01020587",105,55,35,11,0,0,0,206,
"S01020588",11,68,87,130,4,0,0,303,
"S01020589",63,159,15,38,0,0,0,273,
"S01020590",110,45,2,7,0,0,0,164,
"S01020591",73,71,82,95,0,0,0,321,
"S01020592",4,23,138,24,1,0,0,190,
"S01020593",14,47,206,21,2,0,0,287,
"S01020594",9,21,173,10,0,0,0,217,
"S01020595",5,12,176,6,0,0,0,199,
"S01020596",8,23,164,52,0,1,0,247,
"S01020597",32,36,169,12,0,2,1,251,
"S01020598",28,24,31,272,10,7,0,372,
"S01020599",42,74,120,132,5,0,0,376,
"S01020600",55,104,48,94,5,0,0,306,
"S01020601",53,109,52,131,1,0,0,346,
"S01020602",34,103,80,101,3,0,0,323,
"S01020603",12,28,54,307,4,4,0,411,
"S01020604",7,66,179,117,0,1,0,368,
"S01020605",12,66,138,69,0,0,0,286,
"S01020606",8,74,118,111,0,1,0,312,
"S01020607",14,212,61,168,2,0,0,458,
"S01020608",134,86,35,44,3,1,0,303,
"S01020609",36,79,185,119,4,2,0,425,
"S01020610",96,204,22,81,5,1,0,409,
"S01020611",86,120,115,129,5,1,0,455,
"S01020612",23,158,121,148,2,0,0,454,
"S01020613",11,202,99,66,0,0,0,378,
"S01020614",9,70,74,98,0,2,0,245,
"S01020615",109,200,32,12,3,0,0,350,
"S01020616",176,43,21,18,0,0,1,257,
"S01020617",64,53,114,57,2,3,0,295,
"S01020618",37,165,69,56,3,4,0,333,
"S01020619",164,83,104,49,1,0,0,401,
"S01020620",72,108,58,36,0,0,0,274,
"S01020621",30,73,44,190,2,1,0,337,
"S01020622",14,79,93,102,1,4,0,293,
"S01020623",41,71,59,8,0,0,0,186,
"S01020624",206,72,48,43,5,0,2,375,
"S01020625",48,44,95,167,4,0,0,354,
"S01020626",50,106,76,12,1,0,0,244,
"S01020627",72,108,102,37,0,1,0,319,
"S01020628",24,90,74,100,0,0,0,288,
"S01020629",103,133,44,9,4,1,24,316,
"S01020630",118,36,41,144,6,10,0,361,
"S01020631",77,51,87,172,13,11,0,415,
"S01020632",115,131,40,12,8,0,0,306,
"S01020633",44,43,139,106,0,1,0,335,
"S01020634",35,147,98,97,5,0,0,381,
"S01020635",12,98,198,40,1,5,0,351,
"S01020636",19,55,178,15,0,0,1,272,
"S01020637",137,39,23,2,0,0,0,202,
"S01020638",113,44,41,32,0,0,0,226,
"S01020639",244,6,10,3,0,0,0,262,
"S01020640",165,4,3,2,0,0,0,175,
"S01020641",156,26,3,3,1,0,0,188,
"S01020642",22,125,78,12,1,0,0,238,
"S01020643",22,42,213,8,1,0,0,289,
"S01020644",105,16,5,9,0,1,0,134,
"S01020645",298,46,0,3,0,0,0,348,
"S01020646",179,6,0,2,0,0,0,186,
"S01020647",248,44,30,5,0,0,0,330,
"S01020648",180,97,49,19,0,0,0,348,
"S01020649",135,36,73,7,0,0,0,252,
"S01020650",100,97,26,9,0,0,0,235,
"S01020651",384,16,8,2,1,0,0,411,
"S01020652",13,55,286,8,0,0,0,365,
"S01020653",16,61,240,48,1,0,0,369,
"S01020654",10,34,153,68,2,0,0,266,
