SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person","Two people","Three people","Four people","Five or more people","Total",
"Data Zone (2022)",
"S01019716",173,164,48,22,7,414,
"S01019717",146,110,28,26,10,320,
"S01019718",131,140,29,30,9,339,
"S01019719",139,124,63,38,19,379,
"S01019720",128,166,45,50,14,399,
"S01019721",130,112,37,35,29,346,
"S01019722",119,143,54,50,37,403,
"S01019723",110,104,35,47,22,318,
"S01019724",68,78,48,40,24,258,
"S01019725",90,122,57,39,26,334,
"S01019726",126,109,48,30,23,340,
"S01019727",104,93,37,29,16,282,
"S01019728",106,86,29,13,8,245,
"S01019729",246,169,52,20,13,500,
"S01019730",116,97,18,21,5,254,
"S01019731",231,125,38,25,6,423,
"S01019732",134,116,37,24,17,324,
"S01019733",164,82,37,17,9,313,
"S01019734",245,113,58,34,20,470,
"S01019735",95,98,36,32,19,280,
"S01019736",85,88,44,43,18,281,
"S01019737",128,158,62,56,32,436,
"S01019738",195,121,38,34,19,403,
"S01019739",116,164,68,53,34,434,
"S01019740",93,99,31,40,26,289,
"S01019741",74,82,34,39,27,256,
"S01019742",100,71,32,34,23,260,
"S01019743",98,101,35,26,23,291,
"S01019744",148,171,53,59,26,452,
"S01019745",173,127,68,46,30,444,
"S01019746",122,97,37,30,20,306,
"S01019747",162,159,65,32,18,436,
"S01019748",146,125,28,23,26,344,
"S01019749",73,73,26,31,25,229,
"S01019750",79,91,20,24,12,223,
"S01019751",101,107,26,29,13,276,
"S01019752",97,159,41,33,22,356,
"S01019753",76,135,44,35,24,309,
"S01019754",148,161,71,39,17,432,
"S01019755",83,119,27,23,10,262,
"S01019756",129,161,43,39,18,392,
"S01019757",100,163,58,28,8,357,
"S01019758",188,155,59,38,34,472,
"S01019759",206,138,66,36,20,471,
"S01019760",120,91,39,28,18,300,
"S01019761",107,88,38,31,10,274,
"S01019762",60,92,35,30,7,226,
"S01019763",98,120,28,25,2,277,
"S01019764",205,174,42,33,21,473,
"S01019765",159,122,41,27,8,357,
"S01019766",156,76,32,15,6,283,
"S01019767",138,87,37,21,9,291,
"S01019768",143,86,42,31,15,317,
"S01019769",106,89,52,29,12,292,
"S01019770",89,99,44,19,14,266,
"S01019771",65,126,65,55,19,326,
"S01019772",133,122,38,19,13,331,
"S01019773",74,106,31,20,6,239,
"S01019774",100,167,61,31,15,374,
"S01019775",90,133,18,37,7,288,
"S01019776",107,166,57,54,15,400,
"S01019777",138,107,52,28,8,333,
"S01019778",111,161,60,52,20,404,
"S01019779",70,120,67,49,19,325,
"S01019780",67,97,43,39,4,250,
"S01019781",67,98,44,41,23,269,
"S01019782",47,99,46,32,11,237,
"S01019783",62,89,36,41,8,232,
"S01019784",168,247,59,39,15,526,
"S01019785",131,128,29,30,3,322,
"S01019786",64,141,39,50,10,304,
"S01019787",110,195,44,31,11,386,
"S01019788",59,81,34,27,9,205,
"S01019789",44,100,50,72,31,295,
"S01019790",107,186,53,44,20,411,
"S01019791",55,124,25,37,18,259,
"S01019792",58,122,45,59,24,307,
"S01019793",148,235,62,57,17,516,
"S01019794",89,154,37,42,11,333,
"S01019795",60,115,55,47,14,288,
"S01019796",68,112,28,29,9,245,
"S01019797",101,86,36,29,12,265,
"S01019798",76,87,51,20,14,248,
"S01019799",94,92,54,36,20,296,
"S01019800",115,101,59,26,9,309,
"S01019801",176,103,51,34,12,373,
"S01019802",84,110,29,23,10,257,
"S01019803",126,128,58,50,19,379,
"S01019804",197,172,62,47,9,485,
"S01019805",81,86,40,24,8,238,
"S01019806",49,98,36,24,10,219,
"S01019807",223,148,52,33,13,468,
"S01019808",100,123,34,31,5,295,
"S01019809",131,131,77,63,17,420,
"S01019810",51,112,46,37,13,262,
"S01019811",129,140,74,56,16,415,
"S01019812",57,104,56,36,10,263,
"S01019813",110,146,39,32,8,333,
"S01019814",203,97,8,2,4,312,
"S01019815",364,191,48,31,5,636,
"S01019816",94,67,25,15,5,206,
"S01019817",315,167,45,33,22,580,
"S01019818",118,97,35,32,25,307,
"S01019819",140,165,38,28,16,391,
"S01019820",98,100,22,18,5,242,
"S01019821",130,83,23,19,8,260,
"S01019822",224,126,50,19,4,423,
"S01019823",304,155,56,33,15,567,
"S01019824",474,161,58,14,9,719,
"S01019825",413,109,38,25,14,592,
"S01019826",108,96,42,30,10,286,
"S01019827",98,87,49,32,9,275,
"S01019828",214,164,60,50,18,506,
"S01019829",114,123,74,56,21,389,
"S01019830",83,64,32,18,15,210,
"S01019831",121,94,68,49,27,359,
"S01019832",80,74,59,39,10,263,
"S01019833",103,67,36,30,18,255,
"S01019834",144,96,54,26,14,337,
"S01019835",128,86,54,18,13,306,
"S01019836",62,78,41,24,16,224,
"S01019837",125,99,59,36,12,331,
"S01019838",234,170,54,41,13,513,
"S01019839",195,151,54,31,8,437,
"S01019840",203,134,50,42,8,433,
"S01019841",86,106,35,26,5,251,
"S01019842",129,150,59,60,20,422,
"S01019843",171,118,42,22,8,362,
"S01019844",62,124,53,42,7,280,
"S01019845",91,121,70,50,10,336,
"S01019846",170,97,35,35,3,342,
"S01019847",155,112,42,32,8,348,
"S01019848",215,117,52,40,18,441,
"S01019849",89,87,31,12,2,226,
"S01019850",89,99,39,44,5,275,
"S01019851",130,94,17,24,2,271,
"S01019852",130,85,31,17,6,272,
"S01019853",119,129,41,34,7,332,
"S01019854",114,84,25,23,4,247,
"S01019855",97,149,47,38,12,341,
"S01019856",123,156,68,44,18,409,
"S01019857",199,185,39,23,12,458,
"S01019858",121,136,43,25,9,334,
"S01019859",106,146,43,35,16,341,
"S01019860",112,124,39,32,7,314,
"S01019861",102,96,62,56,20,336,
"S01019862",131,99,48,47,23,344,
"S01019863",117,166,54,48,12,398,
"S01019864",105,160,94,68,13,440,
"S01019865",90,151,59,69,12,381,
"S01019866",148,95,28,22,10,301,
"S01019867",132,96,40,26,8,302,
"S01019868",118,123,34,33,6,318,
"S01019869",147,139,58,49,23,415,
"S01019870",83,121,46,41,12,301,
"S01019871",111,126,36,37,12,318,
"S01019872",184,154,83,56,27,504,
"S01019873",103,94,43,20,15,276,
"S01019874",96,93,50,43,18,302,
"S01019875",105,95,42,34,20,296,
"S01019876",36,86,23,30,18,191,
"S01019877",51,98,41,39,18,247,
"S01019878",83,140,34,44,13,319,
"S01019879",77,126,46,36,9,294,
"S01019880",113,145,38,37,25,358,
"S01019881",87,63,32,28,3,213,
"S01019882",88,122,71,43,22,352,
"S01019883",85,133,36,24,15,293,
"S01019884",70,80,33,24,14,223,
"S01019885",114,106,50,48,26,346,
"S01019886",71,135,53,47,11,317,
"S01019887",114,169,56,43,8,390,
"S01019888",20,70,38,53,16,201,
"S01019889",65,108,51,55,26,304,
"S01019890",109,138,60,61,14,384,
"S01019891",45,83,35,21,5,191,
"S01019892",66,173,48,32,5,320,
"S01019893",86,165,46,41,9,347,
"S01019894",190,126,51,45,13,425,
"S01019895",245,109,17,11,5,387,
"S01019896",70,78,25,17,4,196,
"S01019897",194,180,66,40,13,490,
"S01019898",261,117,26,20,3,424,
"S01019899",55,162,45,45,11,321,
"S01019900",75,96,30,25,4,227,
"S01019901",154,126,31,35,11,360,
"S01019902",282,135,21,17,4,459,
"S01019903",296,151,39,24,12,520,
"S01019904",63,73,21,19,11,187,
"S01019905",102,194,37,45,19,397,
"S01019906",67,87,34,17,4,209,
"S01019907",142,131,33,28,20,354,
"S01019908",60,91,24,21,10,206,
"S01019909",74,172,71,36,19,372,
"S01019910",96,165,54,44,23,382,
"S01019911",91,135,55,49,15,342,
"S01019912",145,130,43,25,9,352,
"S01019913",86,93,41,30,6,252,
"S01019914",62,150,46,35,8,302,
"S01019915",191,138,44,21,14,410,
"S01019916",89,138,50,36,25,338,
"S01019917",97,161,49,31,18,356,
"S01019918",108,101,44,38,10,301,
"S01019919",87,127,54,45,23,333,
"S01019920",152,130,74,49,16,421,
"S01019921",117,127,55,41,16,356,
"S01019922",163,141,43,38,16,401,
"S01019923",69,123,59,47,22,319,
"S01019924",59,140,82,43,17,341,
"S01019925",83,107,42,21,17,270,
"S01019926",81,95,56,37,15,282,
"S01019927",148,123,54,28,24,375,
"S01019928",152,110,41,33,12,348,
"S01019929",45,93,35,30,12,213,
"S01019930",94,143,60,57,11,359,
"S01019931",76,86,32,23,4,217,
"S01019932",101,95,47,28,10,284,
"S01019933",100,104,48,41,12,305,
"S01019934",34,62,39,37,9,185,
"S01019935",115,105,43,31,4,301,
"S01019936",124,118,30,30,15,318,
"S01019937",91,149,62,60,13,377,
"S01019938",87,168,66,54,7,382,
"S01019939",210,76,29,29,10,351,
"S01019940",161,95,40,22,3,321,
"S01019941",78,94,49,39,16,279,
"S01019942",82,88,45,24,6,243,
"S01019943",18,75,63,99,21,278,
"S01019944",111,121,53,40,6,332,
"S01019945",124,146,50,37,13,369,
"S01019946",136,133,63,35,12,375,
"S01019947",202,138,74,37,15,469,
"S01019948",63,74,42,59,12,248,
"S01019949",65,120,32,22,7,244,
"S01019950",95,118,40,28,19,297,
"S01019951",84,108,44,31,10,277,
"S01019952",219,187,51,35,15,506,
"S01019953",114,131,54,40,12,351,
"S01019954",103,144,71,74,21,413,
"S01019955",57,141,72,61,20,352,
"S01019956",51,96,27,36,7,216,
"S01019957",168,79,28,14,8,298,
"S01019958",107,156,43,26,12,344,
"S01019959",102,115,29,25,6,275,
"S01019960",112,107,51,50,22,342,
"S01019961",139,110,45,28,4,323,
"S01019962",157,92,49,30,17,345,
"S01019963",107,79,37,38,4,259,
"S01019964",68,104,28,18,7,223,
"S01019965",78,119,38,21,12,268,
"S01019966",48,85,27,40,6,211,
"S01019967",55,81,43,60,16,256,
"S01019968",58,81,27,33,11,212,
"S01019969",319,156,34,22,7,538,
"S01019970",112,123,41,29,15,319,
"S01019971",79,141,49,37,20,326,
"S01019972",65,129,37,32,13,276,
"S01019973",134,127,36,24,15,336,
"S01019974",108,134,50,26,15,326,
"S01019975",37,83,34,30,10,196,
"S01019976",52,122,41,28,18,261,
"S01019977",84,115,57,37,19,319,
"S01019978",158,146,56,45,11,413,
"S01019979",108,139,81,36,17,380,
"S01019980",178,140,40,28,24,407,
"S01019981",194,165,57,46,16,484,
"S01019982",146,117,54,36,25,375,
"S01019983",71,68,28,20,10,197,
"S01019984",103,96,57,34,19,305,
"S01019985",159,103,42,61,11,376,
"S01019986",129,150,56,49,24,408,
"S01019987",41,78,73,71,30,295,
"S01019988",81,64,45,26,12,227,
"S01019989",78,86,38,34,15,253,
"S01019990",93,139,48,35,6,320,
"S01019991",153,94,43,35,8,333,
"S01019992",115,198,74,45,19,451,
"S01019993",82,133,75,66,27,383,
"S01019994",54,89,56,43,15,257,
"S01019995",117,105,47,37,24,327,
"S01019996",147,144,75,55,20,440,
"S01019997",89,117,48,36,12,302,
"S01019998",38,69,29,29,17,182,
"S01019999",82,132,56,48,25,347,
"S01020000",158,141,49,28,9,384,
"S01020001",121,85,38,17,6,267,
"S01020002",127,187,50,41,11,412,
"S01020003",57,125,64,94,22,359,
"S01020004",142,96,54,27,26,341,
"S01020005",92,111,56,26,11,289,
"S01020006",185,181,69,42,10,489,
"S01020007",88,125,54,32,4,299,
"S01020008",207,154,68,35,6,473,
"S01020009",117,110,58,44,21,348,
"S01020010",138,117,42,14,6,317,
"S01020011",116,96,42,19,17,285,
"S01020012",102,103,52,41,21,322,
"S01020013",63,118,51,26,8,264,
"S01020014",85,125,48,31,9,298,
"S01020015",115,128,87,51,13,394,
"S01020016",148,143,47,36,12,386,
"S01020017",69,75,52,32,26,252,
"S01020018",85,56,48,39,24,245,
"S01020019",187,110,43,35,14,390,
"S01020020",60,104,65,54,19,302,
"S01020021",99,98,34,31,16,273,
"S01020022",67,139,73,45,14,338,
"S01020023",151,126,42,25,17,361,
"S01020024",61,73,38,33,17,222,
"S01020025",116,150,62,54,23,405,
"S01020026",112,118,37,32,8,303,
"S01020027",124,101,49,34,22,330,
"S01020028",77,78,30,30,15,229,
"S01020029",104,113,45,45,17,321,
"S01020030",145,141,57,54,32,426,
"S01020031",62,102,31,34,10,241,
"S01020032",244,133,39,23,14,450,
"S01020033",36,85,29,34,11,195,
"S01020034",43,77,41,31,6,197,
"S01020035",68,106,47,45,17,283,
"S01020036",109,138,35,36,19,336,
"S01020037",25,95,57,62,23,266,
"S01020038",23,78,28,49,17,195,
"S01020039",57,71,32,28,6,190,
"S01020040",63,132,51,48,27,321,
"S01020041",60,132,53,70,32,347,
"S01020042",3,26,39,73,17,156,
"S01020043",40,83,52,52,14,236,
"S01020044",94,161,52,53,26,385,
"S01020045",17,73,56,57,9,212,
"S01020046",132,116,66,55,17,381,
"S01020047",41,94,62,44,8,249,
"S01020048",77,78,59,41,10,265,
"S01020049",52,118,49,59,12,293,
"S01020050",125,107,57,33,14,335,
"S01020051",148,149,64,49,10,420,
"S01020052",171,104,41,28,8,354,
"S01020053",212,146,49,29,17,456,
"S01020054",74,156,51,63,23,366,
"S01020055",115,114,47,37,19,334,
"S01020056",64,128,46,36,6,279,
"S01020057",178,124,31,26,6,361,
"S01020058",64,103,66,59,22,304,
"S01020059",73,82,40,49,9,253,
"S01020060",44,70,32,45,15,206,
"S01020061",143,150,30,38,16,380,
"S01020062",380,201,32,26,17,659,
"S01020063",205,163,42,31,17,458,
"S01020064",288,157,50,35,15,547,
"S01020065",180,68,23,9,2,277,
"S01020066",95,107,45,24,12,283,
"S01020067",213,97,44,23,10,387,
"S01020068",199,89,44,24,11,364,
"S01020069",199,111,34,34,10,395,
"S01020070",236,125,44,45,16,467,
"S01020071",74,92,48,39,13,265,
"S01020072",77,78,43,35,25,256,
"S01020073",111,89,46,45,34,326,
"S01020074",97,122,68,37,16,340,
"S01020075",107,80,35,26,15,261,
"S01020076",96,97,72,44,15,324,
"S01020077",85,106,41,38,10,277,
"S01020078",28,83,45,38,8,202,
"S01020079",20,69,39,47,24,196,
"S01020080",16,73,52,50,13,204,
"S01020081",37,64,51,86,31,270,
"S01020082",9,60,43,58,22,192,
"S01020083",84,65,33,25,5,215,
"S01020084",101,122,72,60,32,387,
"S01020085",86,92,75,50,12,315,
"S01020086",78,89,35,33,16,251,
"S01020087",27,88,68,90,27,292,
"S01020088",40,82,71,94,42,329,
"S01020089",115,93,36,14,4,262,
"S01020090",57,133,36,38,9,274,
"S01020091",58,107,29,28,4,231,
"S01020092",70,115,45,31,3,268,
"S01020093",89,162,81,77,29,438,
"S01020094",74,111,64,34,12,301,
"S01020095",88,131,54,43,22,338,
"S01020096",162,128,77,43,22,432,
"S01020097",137,119,62,43,22,383,
"S01020098",138,126,69,33,23,389,
"S01020099",187,122,65,33,7,414,
"S01020100",88,133,61,46,8,331,
"S01020101",75,82,30,19,9,215,
"S01020102",81,89,62,18,7,268,
"S01020103",160,50,15,15,7,251,
"S01020104",138,86,22,6,6,261,
"S01020105",86,64,31,15,2,204,
"S01020106",102,85,51,19,18,272,
"S01020107",152,108,50,34,10,357,
"S01020108",157,125,86,33,22,426,
"S01020109",164,126,44,13,9,354,
"S01020110",100,117,50,18,12,298,
"S01020111",71,57,38,16,6,189,
"S01020112",127,108,51,36,12,335,
"S01020113",81,116,58,25,13,290,
"S01020114",111,110,64,61,18,364,
"S01020115",45,100,31,31,10,221,
"S01020116",69,131,52,35,4,292,
"S01020117",33,49,27,23,15,145,
"S01020118",166,130,64,36,13,413,
"S01020119",125,105,35,16,16,295,
"S01020120",98,82,65,30,8,286,
"S01020121",153,147,61,44,10,416,
"S01020122",203,161,80,30,12,486,
"S01020123",88,79,22,10,2,208,
"S01020124",111,120,47,24,10,309,
"S01020125",112,116,75,65,22,390,
"S01020126",79,83,68,41,11,282,
"S01020127",85,75,35,24,11,228,
"S01020128",135,100,45,19,21,318,
"S01020129",141,113,49,34,4,340,
"S01020130",112,69,53,16,7,257,
"S01020131",120,122,47,30,7,326,
"S01020132",116,94,43,22,3,283,
"S01020133",131,54,23,12,10,226,
"S01020134",305,121,50,20,9,508,
"S01020135",63,87,37,20,11,218,
"S01020136",89,80,47,33,19,272,
"S01020137",126,103,52,35,15,331,
"S01020138",144,96,40,29,10,315,
"S01020139",99,137,44,46,12,336,
"S01020140",269,144,43,20,10,486,
"S01020141",172,70,11,15,3,271,
"S01020142",232,122,26,13,6,395,
"S01020143",177,155,78,47,32,485,
"S01020144",127,118,71,45,23,384,
"S01020145",85,86,52,47,16,286,
"S01020146",107,138,75,70,17,404,
"S01020147",172,137,47,48,18,424,
"S01020148",141,142,42,40,22,387,
"S01020149",168,99,19,6,7,299,
"S01020150",28,95,27,32,21,208,
"S01020151",32,89,42,46,20,229,
"S01020152",62,111,42,34,8,258,
"S01020153",134,101,51,36,12,330,
"S01020154",110,115,68,44,24,365,
"S01020155",86,99,66,62,16,333,
"S01020156",41,51,54,74,19,239,
"S01020157",85,83,63,55,15,301,
"S01020158",171,112,47,32,11,365,
"S01020159",179,98,39,19,8,341,
"S01020160",254,103,43,23,10,433,
"S01020161",158,149,43,28,9,387,
"S01020162",114,99,38,20,13,284,
"S01020163",99,176,55,60,16,406,
"S01020164",27,57,65,71,24,244,
"S01020165",17,42,39,77,22,194,
"S01020166",17,43,47,55,15,181,
"S01020167",15,58,51,46,17,183,
"S01020168",17,74,44,54,14,203,
"S01020169",26,59,73,66,24,248,
"S01020170",83,122,70,38,21,335,
"S01020171",56,86,78,89,29,338,
"S01020172",62,72,30,51,15,231,
"S01020173",12,40,62,40,21,175,
"S01020174",27,64,38,48,15,192,
"S01020175",34,73,47,56,17,224,
"S01020176",158,109,50,25,11,356,
"S01020177",22,54,60,38,12,192,
"S01020178",34,72,54,62,39,264,
"S01020179",123,66,26,19,5,233,
"S01020180",51,84,72,58,23,283,
"S01020181",80,80,43,45,26,267,
"S01020182",126,76,27,19,4,252,
"S01020183",79,76,59,43,22,281,
"S01020184",27,35,40,55,26,183,
"S01020185",88,107,68,80,26,361,
"S01020186",112,102,67,41,19,341,
"S01020187",113,117,73,47,28,374,
"S01020188",155,108,38,28,9,340,
"S01020189",79,67,45,38,24,253,
"S01020190",111,95,48,40,24,318,
"S01020191",103,110,49,32,19,309,
"S01020192",178,130,68,33,19,428,
"S01020193",42,94,53,71,21,281,
"S01020194",197,108,47,47,17,416,
"S01020195",186,106,68,37,14,408,
"S01020196",134,179,55,29,8,404,
"S01020197",44,102,66,71,27,309,
"S01020198",114,117,42,32,10,311,
"S01020199",43,105,49,54,27,280,
"S01020200",45,94,49,40,22,253,
"S01020201",108,128,39,40,25,340,
"S01020202",289,163,38,23,0,513,
"S01020203",116,85,30,33,8,271,
"S01020204",50,73,47,63,25,254,
"S01020205",159,122,43,25,11,356,
"S01020206",110,122,52,30,15,329,
"S01020207",133,133,59,40,12,380,
"S01020208",62,138,41,36,22,299,
"S01020209",93,145,54,33,15,342,
"S01020210",142,151,56,18,8,371,
"S01020211",91,95,38,37,7,265,
"S01020212",223,90,31,18,5,367,
"S01020213",79,158,70,28,10,345,
"S01020214",243,137,46,19,9,456,
"S01020215",291,102,29,15,5,446,
"S01020216",265,155,60,36,25,542,
"S01020217",162,126,49,40,14,391,
"S01020218",120,117,35,36,11,319,
"S01020219",149,71,16,18,4,259,
"S01020220",314,105,36,13,3,473,
"S01020221",163,75,18,5,3,263,
"S01020222",207,122,46,32,8,414,
"S01020223",173,137,47,22,14,393,
"S01020224",206,132,48,13,5,404,
"S01020225",185,88,41,19,16,343,
"S01020226",204,116,51,38,17,426,
"S01020227",184,151,57,49,7,448,
"S01020228",137,156,51,35,10,385,
"S01020229",114,100,59,38,17,329,
"S01020230",104,134,63,23,8,325,
"S01020231",92,83,53,36,14,275,
"S01020232",104,87,52,20,8,271,
"S01020233",174,140,84,55,22,478,
"S01020234",104,106,59,52,8,330,
"S01020235",39,88,34,32,9,198,
"S01020236",100,128,72,52,14,362,
"S01020237",134,152,52,48,6,392,
"S01020238",95,159,57,46,20,380,
"S01020239",144,116,47,30,20,361,
"S01020240",219,119,43,28,5,420,
"S01020241",178,68,41,36,6,326,
"S01020242",174,92,42,14,10,332,
"S01020243",74,107,62,30,13,289,
"S01020244",137,135,43,31,12,358,
"S01020245",81,141,46,52,13,333,
"S01020246",209,147,53,34,21,461,
"S01020247",56,135,89,79,32,387,
"S01020248",91,121,68,42,24,345,
"S01020249",62,68,40,30,5,205,
"S01020250",176,104,38,31,10,359,
"S01020251",109,84,41,33,10,277,
"S01020252",21,82,55,64,13,235,
"S01020253",19,39,40,67,24,187,
"S01020254",6,28,31,58,26,151,
"S01020255",58,80,54,45,19,256,
"S01020256",25,98,62,93,22,300,
"S01020257",40,75,33,31,25,206,
"S01020258",288,103,33,27,8,460,
"S01020259",93,139,65,51,19,367,
"S01020260",25,76,58,81,17,261,
"S01020261",195,82,20,5,1,302,
"S01020262",22,100,68,48,15,254,
"S01020263",85,116,81,61,19,362,
"S01020264",41,98,55,55,23,274,
"S01020265",40,74,41,59,24,238,
"S01020266",163,100,43,33,13,356,
"S01020267",147,104,48,33,11,343,
"S01020268",161,117,49,42,17,382,
"S01020269",127,109,62,39,10,350,
"S01020270",97,75,44,31,16,268,
"S01020271",247,124,46,26,9,451,
"S01020272",209,145,55,35,18,463,
"S01020273",159,111,52,28,7,354,
"S01020274",193,109,36,15,6,355,
"S01020275",279,116,49,25,8,477,
"S01020276",145,125,47,32,14,363,
"S01020277",162,107,24,35,8,343,
"S01020278",180,141,50,36,7,414,
"S01020279",146,125,59,41,16,385,
"S01020280",98,88,44,53,14,297,
"S01020281",76,55,29,33,17,210,
"S01020282",167,103,34,31,7,342,
"S01020283",56,101,57,38,11,263,
"S01020284",127,69,41,21,5,263,
"S01020285",90,60,25,22,4,201,
"S01020286",69,106,35,27,17,250,
"S01020287",146,99,42,27,12,323,
"S01020288",122,70,34,34,15,273,
"S01020289",70,74,56,57,19,274,
"S01020290",105,90,57,38,15,303,
"S01020291",94,68,31,26,5,223,
"S01020292",41,90,29,29,7,199,
"S01020293",110,109,55,28,8,312,
"S01020294",122,100,50,53,15,336,
"S01020295",181,146,52,39,16,426,
"S01020296",114,123,52,34,11,334,
"S01020297",237,111,37,22,8,414,
"S01020298",261,192,63,43,13,572,
"S01020299",54,89,30,23,14,210,
"S01020300",158,103,62,35,22,381,
"S01020301",179,107,51,41,7,388,
"S01020302",104,110,72,57,19,362,
"S01020303",156,116,24,30,9,332,
"S01020304",150,115,48,34,11,358,
"S01020305",99,122,43,38,8,310,
"S01020306",34,87,51,32,18,222,
"S01020307",64,115,47,34,9,269,
"S01020308",40,107,50,51,23,271,
"S01020309",156,99,55,34,10,355,
"S01020310",63,117,43,47,14,282,
"S01020311",53,75,26,33,7,194,
"S01020312",53,146,81,68,12,360,
"S01020313",95,115,55,50,10,325,
"S01020314",19,65,34,28,6,151,
"S01020315",49,113,41,35,13,247,
"S01020316",86,127,41,29,12,296,
"S01020317",28,108,69,61,27,293,
"S01020318",9,46,41,53,27,171,
"S01020319",18,49,37,64,15,179,
"S01020320",41,98,31,29,18,216,
"S01020321",40,104,57,35,14,253,
"S01020322",107,140,76,74,29,427,
"S01020323",203,135,57,36,21,448,
"S01020324",125,94,24,21,11,275,
"S01020325",92,121,43,21,6,285,
"S01020326",29,61,45,31,8,173,
"S01020327",49,87,51,32,17,235,
"S01020328",62,97,40,23,5,227,
"S01020329",57,90,40,30,12,229,
"S01020330",64,91,40,28,9,235,
"S01020331",46,103,42,32,14,235,
"S01020332",38,90,56,47,17,252,
"S01020333",16,67,46,60,30,218,
"S01020334",73,85,46,29,23,256,
"S01020335",21,74,46,51,10,208,
"S01020336",72,95,54,56,20,295,
"S01020337",41,63,29,25,21,177,
"S01020338",76,79,46,35,14,250,
"S01020339",111,103,51,38,27,330,
"S01020340",68,99,33,33,12,241,
"S01020341",58,89,65,51,38,301,
"S01020342",121,80,64,34,24,326,
"S01020343",110,113,52,51,18,344,
"S01020344",142,85,41,20,7,300,
"S01020345",71,71,56,31,17,246,
"S01020346",120,68,42,26,13,269,
"S01020347",85,77,39,32,22,253,
"S01020348",91,77,56,32,27,278,
"S01020349",115,90,55,35,11,306,
"S01020350",52,87,43,41,19,242,
"S01020351",136,99,44,23,7,311,
