England and Wales Code,England and Wales,National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Accommodation type (5 categories) Code,Accommodation type (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Observation
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,2348
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,3609
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,1770
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,6977
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,1181
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,2071
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,1100
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,1292
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,303
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,1669
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,924
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,606
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,11
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,33
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,56
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,5050
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,580
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,43
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,193
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,2104
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,320
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,280
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,160
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,588
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,138
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,148
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,97
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,103
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,31
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,144
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,115
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,46
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,3
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,3
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,2,2 people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,18
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,2,Rented: Social rented,0
K04000001,England and Wales,8,L14.1 and L14.2: Never worked and long-term unemployed,3,3 people in household,-8,Does not apply,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,0
